maintenance_id,vehicle_id,maintenance_date,maintenance_type,technician_id,technician_name,depot_location,cost_sar,duration_hours,parts_replaced,mileage_at_service,next_service_due,warranty_expiry,service_notes,quality_rating,maintenance_categories,tools_used,safety_checks,environmental_impact,created_at
MNT89756,ALD2472,2025-05-05T10:48:06,Transmission Service,TECH7545,Megan Hunter,Riyadh Depot,1098.04,2.59,"['Battery', 'Fuel Pump']",163537,2025-08-08T10:48:06,2025-10-11T10:48:06,Message high foot cultural reach house. Toward building husband need. Station mention according maintain pull be.,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 19.96347297622657, 'hazardous_waste_kg': 4.688337126688676, 'co2_emissions_kg': 195.20738362729233}",2025-10-04T21:14:50.320331
MNT34236,ALD1061,2025-03-05T07:54:17,Emergency Repair,TECH8630,Ryan Wyatt,Dammam Depot,3848.18,7.8,"['Tires', 'Starter Motor', 'Alternator', 'Oil Filter']",305254,2025-04-09T07:54:17,2026-01-03T07:54:17,Routine maintenance completed successfully,3.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 15.151273783348513, 'hazardous_waste_kg': 3.15673406244733, 'co2_emissions_kg': 165.06431109233517}",2025-10-04T21:14:50.320565
MNT19537,ALD8533,2025-03-05T05:16:25,Preventive Maintenance,TECH4201,Heidi Shields,Dammam Depot,678.54,3.98,['Oil Filter'],393679,2025-06-21T05:16:25,2026-01-21T05:16:25,Routine maintenance completed successfully,4.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 6.930767310514451, 'hazardous_waste_kg': 8.937042277444437, 'co2_emissions_kg': 101.82797659046815}",2025-10-04T21:14:50.320802
MNT21512,ALD4549,2025-06-07T01:48:36,Emergency Repair,TECH3223,Amy Gutierrez,Jazan Depot,3697.82,9.15,"['Brake Pads', 'Engine Oil', 'Timing Belt']",383544,2025-08-18T01:48:36,2026-01-13T01:48:36,Routine maintenance completed successfully,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 11.435526335533398, 'hazardous_waste_kg': 5.129012170052572, 'co2_emissions_kg': 87.11631398476325}",2025-10-04T21:14:50.321036
MNT99539,ALD7862,2025-04-19T20:26:34,Tire Replacement,TECH7385,Wesley Bush,Haditha Depot,1197.01,3.43,['Tires'],341214,2025-08-18T20:26:34,2025-12-17T20:26:34,Fly other employee be million sit. Service example agency fund agent write. Skill south whom five health of Mrs.,5.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 6.082017658475359, 'hazardous_waste_kg': 3.1893893658773833, 'co2_emissions_kg': 79.25986883461545}",2025-10-04T21:14:50.321394
MNT11982,ALD1662,2025-03-17T21:55:20,Annual Service,TECH8650,Katherine Sanders,Riyadh Depot,708.15,1.75,"['Brake Discs', 'Fuel Filter', 'Alternator']",185867,2025-05-14T21:55:20,2025-10-09T21:55:20,School choose believe else. Decision claim single color. Group along article down citizen.,4.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 11.005915665538726, 'hazardous_waste_kg': 4.879966878497825, 'co2_emissions_kg': 165.26695911612853}",2025-10-04T21:14:50.321750
MNT88198,ALD3868,2025-03-26T20:44:11,Routine Service,TECH3624,Alice Kline,Jeddah Depot,402.96,2.68,['Oil Filter'],424534,2025-06-28T20:44:11,2025-11-05T20:44:11,Routine maintenance completed successfully,3.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 13.665333121190452, 'hazardous_waste_kg': 2.3276054991301436, 'co2_emissions_kg': 59.880149747505406}",2025-10-04T21:14:50.321979
MNT79269,ALD8348,2025-06-20T11:51:02,Annual Service,TECH1418,Tiffany Stein,Riyadh Depot,1358.12,5.42,['Battery'],259584,2025-07-31T11:51:02,2026-05-20T11:51:02,"Song network figure friend. Meet computer reveal decide financial age five.
Amount current upon ago require dog. Happy he kid clearly make long.",4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 18.53427076191096, 'hazardous_waste_kg': 7.783741152490406, 'co2_emissions_kg': 105.2768419221416}",2025-10-04T21:14:50.322473
MNT13517,ALD2456,2025-02-22T08:24:09,Safety Inspection,TECH5176,Holly Perkins,Riyadh Depot,912.9,5.36,"['Brake Discs', 'Air Filter', 'Brake Pads']",183010,2025-08-20T08:24:09,2025-07-10T08:24:09,Mrs suddenly agent religious capital term join material. Get north claim everybody. Sport positive ten card represent through be.,3.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 16.4283380388528, 'hazardous_waste_kg': 3.918899553175482, 'co2_emissions_kg': 82.46572418421331}",2025-10-04T21:14:50.322868
MNT45712,ALD3241,2025-05-03T14:18:36,Warranty Service,TECH2054,Kelly George,Yanbu Depot,800.67,5.01,"['Timing Belt', 'Engine Oil', 'Starter Motor']",187130,2025-09-09T14:18:36,2025-12-03T14:18:36,Easy attention half number school. Mr never prevent range spend. Must once her rock all.,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 16.979591066502863, 'hazardous_waste_kg': 7.101220497795766, 'co2_emissions_kg': 57.002860732088195}",2025-10-04T21:14:50.323244
MNT65957,ALD5868,2025-04-19T05:58:10,Annual Service,TECH4877,Brandon Johnson,Jazan Depot,1603.14,1.52,['Oil Filter'],260535,2025-07-13T05:58:10,2025-07-31T05:58:10,Provide cultural direction guess compare away debate. When almost decade understand view start chair. Each language could certain none fund specific.,3.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 14.573455417875795, 'hazardous_waste_kg': 3.4181541492017726, 'co2_emissions_kg': 100.6721875917638}",2025-10-04T21:14:50.323593
MNT40265,ALD7214,2025-02-27T09:47:19,Electrical Check,TECH3751,Lori Robinson,Riyadh Depot,1259.69,4.5,['Spark Plugs'],338655,2025-06-30T09:47:19,2025-06-29T09:47:19,Routine maintenance completed successfully,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 18.109182219059157, 'hazardous_waste_kg': 1.5803437268836846, 'co2_emissions_kg': 163.01300161049892}",2025-10-04T21:14:50.323830
MNT46173,ALD7038,2025-05-02T18:34:55,Brake Inspection,TECH5716,Brandon Hall,Dammam Depot,403.16,5.17,"['Brake Pads', 'Brake Discs']",307565,2025-08-04T18:34:55,2026-01-12T18:34:55,Decade green least short purpose provide. Discussion recently picture until.,4.2,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 11.824679407530002, 'hazardous_waste_kg': 5.3917560136960185, 'co2_emissions_kg': 97.67531725468106}",2025-10-04T21:14:50.324179
MNT48600,ALD2646,2025-06-09T07:04:21,Brake Inspection,TECH4156,Carrie Nelson,Haditha Depot,1220.09,4.66,"['Brake Pads', 'Brake Discs']",400749,2025-11-01T07:04:21,2026-03-04T07:04:21,Routine maintenance completed successfully,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 9.835897960563685, 'hazardous_waste_kg': 6.652518304135986, 'co2_emissions_kg': 160.20406361757847}",2025-10-04T21:14:50.324413
MNT32061,ALD3849,2025-03-03T20:12:30,Transmission Service,TECH9371,Michelle Coleman,Dammam Depot,1479.34,2.42,['Starter Motor'],415854,2025-05-18T20:12:30,2025-11-23T20:12:30,"Perform their staff each heart direction two town. Remember trip ever.
Or former much. Next this choose there ability game its. We smile Republican.",4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 6.002406341632075, 'hazardous_waste_kg': 5.464704926716996, 'co2_emissions_kg': 95.24060803428763}",2025-10-04T21:14:50.324831
MNT84724,ALD1381,2025-05-30T02:49:28,Warranty Service,TECH7607,Chad Lopez,Yanbu Depot,1765.67,3.89,"['Air Filter', 'Starter Motor', 'Transmission Fluid']",281874,2025-11-12T02:49:28,2026-04-19T02:49:28,Routine maintenance completed successfully,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 16.377418509926443, 'hazardous_waste_kg': 5.756102123605792, 'co2_emissions_kg': 150.96174308479897}",2025-10-04T21:14:50.325063
MNT85282,ALD7945,2025-04-20T01:45:12,Engine Repair,TECH3464,Stephanie Beasley,Jazan Depot,3399.12,7.46,"['Tires', 'Fuel Filter']",165429,2025-09-05T01:45:12,2026-04-19T01:45:12,Routine maintenance completed successfully,4.1,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 15.55044251701079, 'hazardous_waste_kg': 1.5216292325611405, 'co2_emissions_kg': 139.94585798609683}",2025-10-04T21:14:50.325292
MNT23279,ALD5304,2025-04-20T12:58:03,Brake Inspection,TECH3700,Shawn Kim MD,Haditha Depot,969.58,1.81,"['Brake Pads', 'Brake Discs']",76940,2025-07-25T12:58:03,2025-11-07T12:58:03,Design leader discuss word close goal. Represent soldier Mr. Protect six close.,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 15.450736646035674, 'hazardous_waste_kg': 3.567856941709911, 'co2_emissions_kg': 106.23272517130464}",2025-10-04T21:14:50.325646
MNT18002,ALD6026,2025-02-02T10:59:37,Preventive Maintenance,TECH4886,Chris Lynch DDS,Dammam Depot,1490.02,3.65,"['Brake Discs', 'Alternator', 'Brake Pads']",373672,2025-07-01T10:59:37,2026-01-18T10:59:37,Routine maintenance completed successfully,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 9.294297242288177, 'hazardous_waste_kg': 8.074039387387554, 'co2_emissions_kg': 85.78806748674731}",2025-10-04T21:14:50.325893
MNT68336,ALD1967,2025-02-03T21:20:30,Brake Inspection,TECH1022,Mario Moore,Haditha Depot,827.03,5.58,"['Brake Pads', 'Brake Discs']",197694,2025-05-06T21:20:30,2025-08-19T21:20:30,Poor action fast. Away very management computer question open argue. One out meet factor alone system. Congress role treatment assume simply.,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 7.452459832809433, 'hazardous_waste_kg': 5.166309861221686, 'co2_emissions_kg': 198.7937122522247}",2025-10-04T21:14:50.326250
MNT11639,ALD1200,2025-04-17T08:46:18,Brake Inspection,TECH7185,Brianna Melton,Dammam Depot,1468.28,4.53,"['Brake Pads', 'Brake Discs']",303823,2025-06-18T08:46:18,2025-11-28T08:46:18,Onto could force line. Company wall least their record always through. Only cost in. List response Congress economy hope.,4.2,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 10.327653263287383, 'hazardous_waste_kg': 7.249579440770033, 'co2_emissions_kg': 71.92652596365218}",2025-10-04T21:14:50.326620
MNT63467,ALD9896,2025-04-18T08:30:22,Oil Change,TECH6513,Benjamin Cardenas,Riyadh Depot,758.72,2.77,"['Engine Oil', 'Oil Filter']",490807,2025-10-03T08:30:22,2025-07-19T08:30:22,Routine maintenance completed successfully,4.3,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 10.809369959772022, 'hazardous_waste_kg': 4.4150994656403055, 'co2_emissions_kg': 174.3664104112853}",2025-10-04T21:14:50.326842
MNT66811,ALD6833,2025-02-09T17:17:43,Annual Service,TECH9122,Roy Scott,Haditha Depot,1245.09,2.56,"['Coolant', 'Fuel Filter', 'Brake Pads']",114022,2025-06-06T17:17:43,2025-09-15T17:17:43,Fire operation I money accept. Last lot movie white ready eat.,3.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 13.152429087820668, 'hazardous_waste_kg': 1.3888307587634845, 'co2_emissions_kg': 82.35011092204493}",2025-10-04T21:14:50.327186
MNT93887,ALD2868,2025-04-07T01:14:52,Annual Service,TECH4290,Cynthia Singleton,Dammam Depot,866.88,5.97,['Spark Plugs'],437504,2025-09-15T01:14:52,2025-09-09T01:14:52,Success surface series idea would. Accept course against prove party trade catch his. Current budget doctor.,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 5.703949872552065, 'hazardous_waste_kg': 5.573232850370784, 'co2_emissions_kg': 96.81668893826016}",2025-10-04T21:14:50.327568
MNT68331,ALD6037,2025-02-28T11:21:03,Routine Service,TECH7194,Alicia Gonzalez,Yanbu Depot,627.69,2.28,"['Battery', 'Brake Pads', 'Timing Belt']",326332,2025-08-05T11:21:03,2026-02-03T11:21:03,Will candidate discussion control hospital. Share create hundred. Total break black alone theory writer.,4.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 6.87736485277007, 'hazardous_waste_kg': 8.102252036093137, 'co2_emissions_kg': 68.99586237446286}",2025-10-04T21:14:50.327932
MNT69620,ALD3842,2025-04-19T19:08:46,Safety Inspection,TECH2552,Charles Chavez,Riyadh Depot,901.76,5.21,['Air Filter'],222698,2025-09-30T19:08:46,2025-12-03T19:08:46,Painting guess fall for hotel sit particularly white. Instead near hundred follow almost purpose.,3.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': True, 'engine': True, 'transmission': False}","{'oil_waste_liters': 11.067285839177398, 'hazardous_waste_kg': 2.618859183387808, 'co2_emissions_kg': 109.73219366452268}",2025-10-04T21:14:50.328259
MNT82141,ALD5589,2025-03-07T10:57:45,Preventive Maintenance,TECH9276,Jeremiah Dixon,Haditha Depot,1216.69,1.52,"['Oil Filter', 'Starter Motor', 'Timing Belt']",429067,2025-04-16T10:57:45,2025-09-16T10:57:45,Routine maintenance completed successfully,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 17.474707327318036, 'hazardous_waste_kg': 4.352220078990959, 'co2_emissions_kg': 175.14001100096573}",2025-10-04T21:14:50.328488
MNT98969,ALD5970,2025-04-28T02:54:49,Oil Change,TECH4546,Fernando Gomez,Haditha Depot,712.54,1.78,"['Engine Oil', 'Oil Filter']",467027,2025-08-01T02:54:49,2026-04-08T02:54:49,Computer race half. Born experience garden race yard.,3.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 6.074564088581372, 'hazardous_waste_kg': 9.760667827981345, 'co2_emissions_kg': 170.13361661893845}",2025-10-04T21:14:50.328837
MNT44015,ALD2683,2025-04-24T17:21:49,Routine Service,TECH4058,Jacob Dixon,Yanbu Depot,701.82,2.0,"['Brake Pads', 'Oil Filter', 'Fuel Pump']",273292,2025-10-16T17:21:49,2025-11-30T17:21:49,Court such rate must. Why class director see condition hour.,4.1,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 13.5279522345367, 'hazardous_waste_kg': 1.3127169620695862, 'co2_emissions_kg': 130.20292630162322}",2025-10-04T21:14:50.329191
MNT89963,ALD2781,2025-02-23T19:11:23,Annual Service,TECH8591,Carrie Smith,Haditha Depot,1435.12,4.44,['Timing Belt'],486098,2025-06-04T19:11:23,2025-07-10T19:11:23,Good participant improve radio court among effort. Report staff hand should rule.,4.3,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': True, 'transmission': True}","{'oil_waste_liters': 11.09557641231241, 'hazardous_waste_kg': 9.89339732952145, 'co2_emissions_kg': 112.94191217687916}",2025-10-04T21:14:50.329536
MNT94586,ALD3389,2025-06-10T13:02:16,Safety Inspection,TECH3011,Brian Graham,Haditha Depot,1992.99,3.27,"['Battery', 'Spark Plugs']",87992,2025-07-31T13:02:16,2026-05-14T13:02:16,"Tonight talk building. Worry answer say. Catch look finally child until pay trip.
Attack mind possible man part move.",4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': False, 'transmission': False}","{'oil_waste_liters': 8.687262846858488, 'hazardous_waste_kg': 5.113316797756432, 'co2_emissions_kg': 154.4554645208507}",2025-10-04T21:14:50.329894
MNT96336,ALD3333,2025-04-05T00:00:07,Engine Repair,TECH1279,Taylor Coffey,Yanbu Depot,2548.56,9.89,"['Timing Belt', 'Oil Filter', 'Brake Pads', 'Battery', 'Air Filter']",216066,2025-09-17T00:00:07,2025-08-30T00:00:07,"Black condition happen.
Teach watch stay senior four assume. Determine poor music.",3.8,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 14.29111552703466, 'hazardous_waste_kg': 7.891709764712569, 'co2_emissions_kg': 195.2758430395485}",2025-10-04T21:14:50.330624
MNT32157,ALD9841,2025-04-30T06:21:13,Transmission Service,TECH2839,Dale Santiago,Riyadh Depot,1133.02,4.34,"['Brake Pads', 'Coolant', 'Air Filter']",135676,2025-10-18T06:21:13,2026-04-24T06:21:13,Routine maintenance completed successfully,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 14.556401751620271, 'hazardous_waste_kg': 5.232289746968012, 'co2_emissions_kg': 72.53910169088795}",2025-10-04T21:14:50.331686
MNT36881,ALD3495,2025-06-24T15:17:44,Routine Service,TECH1508,Virginia Watson,Riyadh Depot,291.75,0.91,['Spark Plugs'],124948,2025-08-08T15:17:44,2026-01-15T15:17:44,Season relate film capital. Speech record care country year.,3.7,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 18.162699056425634, 'hazardous_waste_kg': 5.179117460025239, 'co2_emissions_kg': 177.50651789715093}",2025-10-04T21:14:50.332358
MNT99731,ALD4333,2025-04-06T21:58:40,Engine Repair,TECH7844,Sophia Parsons DDS,Jeddah Depot,1806.1,5.72,"['Coolant', 'Fuel Filter', 'Tires', 'Air Filter']",308192,2025-07-21T21:58:40,2026-01-30T21:58:40,Routine maintenance completed successfully,4.6,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': False, 'tires': False, 'engine': True, 'transmission': False}","{'oil_waste_liters': 12.395424265432904, 'hazardous_waste_kg': 3.6106544870630346, 'co2_emissions_kg': 135.42150557947326}",2025-10-04T21:14:50.332682
MNT61449,ALD9198,2025-05-05T21:49:33,Annual Service,TECH4859,Micheal Parker,Haditha Depot,872.46,3.5,['Engine Oil'],362198,2025-09-27T21:49:33,2025-12-10T21:49:33,Organization water see plant best wife. If development tree himself since follow. Section wind month condition anyone. Unit girl notice.,4.4,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': False, 'transmission': False}","{'oil_waste_liters': 5.681298253196295, 'hazardous_waste_kg': 5.396997025816356, 'co2_emissions_kg': 185.12316512669025}",2025-10-04T21:14:50.333098
MNT96701,ALD6694,2025-05-05T21:44:32,Oil Change,TECH5713,Brian Smith,Haditha Depot,266.47,0.98,"['Engine Oil', 'Oil Filter']",198068,2025-08-22T21:44:32,2025-12-02T21:44:32,Long own check. Able with performance generation quality relate.,3.9,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 8.906670447747013, 'hazardous_waste_kg': 5.482550091231826, 'co2_emissions_kg': 150.00089661382276}",2025-10-04T21:14:50.333442
MNT52609,ALD6774,2025-03-08T19:41:07,Preventive Maintenance,TECH9965,Erin Stevenson,Dammam Depot,1497.21,3.53,"['Alternator', 'Engine Oil']",168555,2025-07-07T19:41:07,2025-09-25T19:41:07,Routine maintenance completed successfully,4.0,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': True, 'tires': True, 'engine': True, 'transmission': True}","{'oil_waste_liters': 5.976359632367386, 'hazardous_waste_kg': 3.9221214863646043, 'co2_emissions_kg': 178.85994652880194}",2025-10-04T21:14:50.333681
MNT63519,ALD4670,2025-05-13T05:33:51,Electrical Check,TECH3799,Alexandria Mathis,Haditha Depot,1761.71,3.57,['Battery'],274051,2025-07-08T05:33:51,2025-10-29T05:33:51,Sign final process four particularly decade. Person pay process history modern use. Data while speech light those focus rich.,4.3,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': True, 'lights': False, 'tires': False, 'engine': False, 'transmission': True}","{'oil_waste_liters': 18.12847953915638, 'hazardous_waste_kg': 9.469322937732466, 'co2_emissions_kg': 90.17999404924251}",2025-10-04T21:14:50.334009
MNT93725,ALD2538,2025-02-16T15:43:38,Routine Service,TECH3426,Maria Sparks,Yanbu Depot,395.42,0.69,"['Spark Plugs', 'Starter Motor']",383023,2025-04-30T15:43:38,2025-06-06T15:43:38,Routine maintenance completed successfully,4.5,"['Preventive', 'Corrective', 'Emergency', 'Scheduled', 'Inspection']","['Diagnostic Scanner', 'Hydraulic Lift', 'Torque Wrench', 'Multimeter']","{'brakes': False, 'lights': True, 'tires': True, 'engine': False, 'transmission': True}","{'oil_waste_liters': 15.890036179749638, 'hazardous_waste_kg': 1.5374352307914845, 'co2_emissions_kg': 157.18977132476772}",2025-10-04T21:14:50.334251
