order_id,customer_id,order_date,order_status,payment_status,total_amount_sar,currency,order_type,priority,delivery_date,delivery_address,delivery_city,special_instructions,payment_terms,discount_percent,tax_amount_sar,shipping_cost_sar,created_by,approved_by,created_at,updated_at
ORD38520,CUST4399,2025-06-26T03:24:50,Delivered,Paid,1076.87,SAR,Services,Low,2025-10-15T13:37:48,"9613 Marcus Forest Apt. 626
Anitaport, DE 39046",Jazan,Hazardous materials,Net 30,10.11,305.14,246.09,Sergio Smith,Blake Jimenez,2025-10-04T21:15:01.892183,2025-10-04T21:15:01.892184
ORD24314,CUST7782,2025-05-29T00:21:51,Delivered,Pending,3898.52,SAR,Lubricants,High,2025-10-21T20:52:58,"977 Parker Lake
Lake Emilystad, NM 83939",Jeddah,No special requirements,COD,6.16,70.42,174.09,Brandon Edwards,Monica Williams,2025-10-04T21:15:01.892912,2025-10-04T21:15:01.892913
ORD45888,CUST2223,2025-02-19T18:01:37,Shipped,Paid,3966.75,SAR,Fuel Delivery,Medium,2025-10-07T13:46:08,"2094 Jackson Ville Apt. 077
South Laurie, KS 20665",Dammam,Handle with care,Prepaid,4.07,407.34,347.89,Scott Bonilla Jr.,Barbara Trevino,2025-10-04T21:15:01.893670,2025-10-04T21:15:01.893670
ORD16174,CUST6838,2025-03-18T15:43:56,Delivered,Paid,16873.38,SAR,Petrochemicals,High,2025-10-20T10:58:17,"1079 Katherine Crossroad
Helenside, CO 93760",Jubail,Express delivery,Net 30,11.19,447.56,517.71,Cindy Lopez,Ashley Baldwin,2025-10-04T21:15:01.894376,2025-10-04T21:15:01.894377
ORD69408,CUST4024,2025-04-12T22:32:41,In Transit,Paid,3109.33,SAR,Fuel Delivery,Medium,2025-11-01T19:42:59,"49052 Charlotte Causeway Apt. 897
Christinaport, WY 15056",Jubail,No special requirements,Prepaid,14.92,411.61,729.82,Logan Perez,Kevin Nunez,2025-10-04T21:15:01.895079,2025-10-04T21:15:01.895080
ORD30452,CUST2534,2025-02-07T22:59:46,Shipped,Paid,815.27,SAR,Services,Low,2025-10-20T09:33:33,"9140 Valerie Ridge
West Michelle, GA 65323",Jubail,No special requirements,Net 15,3.19,79.29,376.88,Tammy Phillips,Scott Pena,2025-10-04T21:15:01.895778,2025-10-04T21:15:01.895779
ORD87811,CUST6520,2025-05-13T22:27:46,Delivered,Paid,68856.62,SAR,Bulk Fuel,Medium,2025-10-25T02:03:13,"868 Chandler Creek Suite 277
Leahland, TN 96649",Yanbu,Express delivery,COD,6.56,410.64,970.09,Amanda Wood,Jeffrey Ramos,2025-10-04T21:15:01.896513,2025-10-04T21:15:01.896514
ORD77742,CUST3872,2025-03-25T13:45:24,In Transit,Pending,19089.05,SAR,Petrochemicals,High,2025-10-22T22:47:10,"Unit 1315 Box 2741
DPO AP 36754",Taif,No special requirements,COD,1.51,439.69,200.2,Summer Coleman,Bryan Jones,2025-10-04T21:15:01.898080,2025-10-04T21:15:01.898083
ORD70262,CUST4370,2025-04-10T17:53:01,Pending,Paid,2125.81,SAR,Fuel Delivery,Medium,2025-10-12T16:19:46,"704 Cook Station Suite 966
South Jesse, MN 07827",Abha,Handle with care,Net 15,4.13,193.48,713.29,Andrew Edwards,Heidi Mcdonald,2025-10-04T21:15:01.899332,2025-10-04T21:15:01.899334
ORD28833,CUST2799,2025-05-19T19:31:24,In Transit,Pending,1836.24,SAR,Lubricants,High,2025-10-10T14:25:13,"25405 Daniel Plain Apt. 686
Halebury, PR 68155",Jeddah,Express delivery,COD,6.84,293.92,152.42,James Foster,Wesley Harrison,2025-10-04T21:15:01.900146,2025-10-04T21:15:01.900147
ORD97517,CUST1280,2025-06-07T07:51:58,Delivered,Paid,35976.58,SAR,Bulk Fuel,Medium,2025-10-11T16:31:10,"USNS Lara
FPO AE 38931",Taif,No special requirements,Net 30,14.26,160.67,647.26,Jason Peck,Douglas Morrow,2025-10-04T21:15:01.900762,2025-10-04T21:15:01.900763
ORD10400,CUST3452,2025-02-11T05:07:50,Delivered,Paid,18259.69,SAR,Equipment,Low,2025-10-26T20:39:23,"77867 Oliver Forge Apt. 044
North Jamesbury, CT 04540",Dammam,Hazardous materials,Prepaid,2.72,363.34,473.75,Taylor Carroll,Christopher Thornton,2025-10-04T21:15:01.901519,2025-10-04T21:15:01.901520
ORD26016,CUST1021,2025-06-13T00:34:15,Delivered,Paid,44875.12,SAR,Equipment,Medium,2025-10-16T18:20:43,"5349 Lee Vista
Gillport, NM 17984",Abha,Express delivery,Net 30,14.14,445.77,519.08,Kelly Moreno,Richard Hoffman,2025-10-04T21:15:01.902285,2025-10-04T21:15:01.902286
ORD69622,CUST4521,2025-04-15T00:16:22,Processing,Pending,4549.54,SAR,Services,High,2025-11-01T19:44:38,"658 Taylor Harbors Suite 789
North Lorrainechester, CA 94398",Najran,Temperature controlled,Prepaid,8.26,58.64,871.97,Lisa Hill,Debra Manning,2025-10-04T21:15:01.903032,2025-10-04T21:15:01.903034
ORD44318,CUST4162,2025-04-13T08:11:33,Processing,Paid,4566.41,SAR,Services,High,2025-10-25T17:32:05,"4398 Adam Prairie
Cherylstad, DE 43877",Jazan,Hazardous materials,Net 30,8.44,153.3,275.72,Robert Hall,Madison Walker,2025-10-04T21:15:01.903716,2025-10-04T21:15:01.903717
ORD42558,CUST4566,2025-03-19T03:08:04,Delivered,Paid,67582.36,SAR,Bulk Fuel,High,2025-10-16T09:38:54,"2892 Sanchez Crossing
West Kathleen, DC 01490",Najran,Express delivery,Prepaid,12.52,483.48,171.49,Mary Green,Leslie Mejia,2025-10-04T21:15:01.904446,2025-10-04T21:15:01.904447
ORD61739,CUST2140,2025-03-09T15:03:00,Delivered,Partial,3011.53,SAR,Services,Medium,2025-10-15T03:17:44,"Unit 3987 Box 4355
DPO AA 58314",Jazan,Temperature controlled,Net 15,14.23,138.92,682.0,Jeanette Stein,Melody Tapia,2025-10-04T21:15:01.905018,2025-10-04T21:15:01.905019
ORD64270,CUST1333,2025-05-08T01:19:59,Processing,Paid,56229.39,SAR,Bulk Fuel,Low,2025-10-09T14:40:20,"17590 Diane Plains Apt. 824
Swansonhaven, KS 24806",Riyadh,Handle with care,Net 15,12.05,308.75,631.2,Maureen Mendez,Jeremy Martinez,2025-10-04T21:15:01.905768,2025-10-04T21:15:01.905769
ORD37596,CUST3965,2025-06-03T13:38:15,In Transit,Paid,25758.85,SAR,Bulk Fuel,Medium,2025-10-07T18:15:04,"03735 Cantu Street
East Ryan, PR 97756",Jubail,Handle with care,Prepaid,4.71,68.87,851.75,Jeremy Mills,Isaiah Williams,2025-10-04T21:15:01.906493,2025-10-04T21:15:01.906493
ORD94082,CUST5093,2025-04-04T11:28:01,Delivered,Pending,11754.07,SAR,Petrochemicals,High,2025-11-01T04:19:34,"784 Collins Cape
Lake Emilyton, SC 06618",Jeddah,Express delivery,COD,1.75,260.11,405.93,Katie Berry,Felicia Moore,2025-10-04T21:15:01.907220,2025-10-04T21:15:01.907221
ORD59881,CUST1174,2025-02-14T22:56:11,Shipped,Paid,32999.23,SAR,Equipment,High,2025-10-06T06:43:09,"5659 Hernandez Square
Lake Tylerland, MP 99506",Najran,Hazardous materials,COD,1.21,81.93,157.92,Ricky Anderson,Stephanie Campbell,2025-10-04T21:15:01.907950,2025-10-04T21:15:01.907951
ORD81886,CUST5681,2025-02-10T02:12:27,Delivered,Pending,9635.32,SAR,Lubricants,Medium,2025-10-21T09:46:07,"62083 Christian Lane
North Charles, CO 30902",Abha,Temperature controlled,Net 30,7.65,172.05,308.64,Jennifer Jordan,Cindy Willis,2025-10-04T21:15:01.908649,2025-10-04T21:15:01.908650
ORD50276,CUST2636,2025-02-02T21:22:56,Delivered,Overdue,35325.63,SAR,Equipment,Medium,2025-10-25T00:41:39,"38177 Bird Dale
North Valerie, DC 21510",Abha,No special requirements,COD,13.67,376.44,567.41,Jeffrey Osborne,Jasmin Lindsey,2025-10-04T21:15:01.909371,2025-10-04T21:15:01.909372
ORD64727,CUST2800,2025-03-25T07:01:31,Delivered,Partial,4767.46,SAR,Services,Medium,2025-10-24T01:33:03,"329 Erin Square Suite 629
Adamsport, MT 20452",Najran,Hazardous materials,Net 15,13.14,240.56,557.42,Dale Haynes,Megan Matthews,2025-10-04T21:15:01.910105,2025-10-04T21:15:01.910106
ORD88806,CUST3684,2025-05-07T14:04:32,Confirmed,Paid,26372.71,SAR,Equipment,Medium,2025-10-11T16:35:44,"775 Rachel Cape Suite 257
Lewisview, TN 01638",Jubail,No special requirements,COD,8.44,228.65,576.38,Roberto Stevens,John Jones,2025-10-04T21:15:01.910845,2025-10-04T21:15:01.910846
ORD62265,CUST2763,2025-05-27T03:16:34,Delivered,Paid,95661.04,SAR,Bulk Fuel,Low,2025-10-07T16:10:22,"874 Elizabeth Vista
Danielshire, WV 40931",Riyadh,Express delivery,Prepaid,10.88,248.28,725.42,Kathryn Church MD,Richard Rodriguez,2025-10-04T21:15:01.911548,2025-10-04T21:15:01.911548
ORD84742,CUST9967,2025-03-29T01:34:37,Confirmed,Paid,6254.19,SAR,Lubricants,High,2025-10-08T07:02:58,"15397 Ryan Isle
Alexandriaville, SC 05286",Abha,Temperature controlled,COD,3.0,458.27,632.54,Elizabeth Morgan,Amanda Wilson,2025-10-04T21:15:01.912239,2025-10-04T21:15:01.912240
ORD68465,CUST9715,2025-06-12T18:56:01,Delivered,Paid,4690.59,SAR,Lubricants,Low,2025-10-31T02:03:44,"13664 Arellano Mills
Robertview, DC 39492",Jeddah,No special requirements,Prepaid,7.15,435.14,226.59,Kimberly Miller,Veronica Taylor,2025-10-04T21:15:01.912963,2025-10-04T21:15:01.912964
ORD93624,CUST2174,2025-04-01T20:25:10,Processing,Paid,93121.33,SAR,Bulk Fuel,Medium,2025-10-31T22:21:42,"34812 Barrett Summit
West Nicoleton, VA 09549",Jazan,Express delivery,COD,8.32,299.49,153.8,Ashley Cannon,Monica Daniel,2025-10-04T21:15:01.914856,2025-10-04T21:15:01.914860
ORD36781,CUST2488,2025-03-06T19:10:03,Delivered,Pending,3132.87,SAR,Services,High,2025-10-28T01:51:04,"8330 Sean Drives
Torresmouth, CT 47533",Dammam,Hazardous materials,COD,7.36,237.38,484.0,Nicholas Johnson,Kyle Lynch,2025-10-04T21:15:01.916019,2025-10-04T21:15:01.916021
ORD86643,CUST3877,2025-04-23T00:48:12,Delivered,Pending,4944.66,SAR,Services,Low,2025-10-17T15:45:30,"PSC 9374, Box 9291
APO AP 38403",Jubail,No special requirements,Prepaid,0.65,327.71,242.1,Carmen Gill,Kaitlyn Warner,2025-10-04T21:15:01.916594,2025-10-04T21:15:01.916595
ORD66795,CUST4766,2025-06-06T00:23:54,Delivered,Paid,10820.07,SAR,Petrochemicals,High,2025-11-03T11:37:53,"69836 Stephanie Stravenue
North Michelletown, DC 54552",Hofuf,No special requirements,Net 30,1.2,489.64,628.95,Jessica Ayers,Anthony Gonzalez,2025-10-04T21:15:01.917303,2025-10-04T21:15:01.917303
ORD24814,CUST7471,2025-03-03T02:48:14,Delivered,Pending,60202.21,SAR,Bulk Fuel,High,2025-10-20T17:20:30,"1732 Deborah Mountains
Schwartzchester, GU 78733",Jubail,Handle with care,Prepaid,5.88,161.35,870.65,Mary Lopez,Mr. Zachary Estrada,2025-10-04T21:15:01.918040,2025-10-04T21:15:01.918041
ORD63254,CUST1626,2025-02-26T16:07:16,Delivered,Overdue,12553.71,SAR,Petrochemicals,High,2025-10-21T04:20:06,"255 Ryan Ford Suite 257
Smithton, NM 52195",Taif,Handle with care,Net 30,12.42,174.27,947.96,Joshua Tucker,Michael Wyatt,2025-10-04T21:15:01.918802,2025-10-04T21:15:01.918803
ORD41726,CUST7030,2025-02-22T13:41:20,Processing,Paid,13379.86,SAR,Equipment,High,2025-10-22T07:39:13,"65731 Amber Mews Apt. 650
West Jenniferbury, OR 24465",Jeddah,No special requirements,Net 30,6.79,187.95,746.97,Megan Smith,Catherine Lopez,2025-10-04T21:15:01.919521,2025-10-04T21:15:01.919522
ORD63208,CUST1683,2025-02-20T02:34:02,Delivered,Paid,19936.2,SAR,Petrochemicals,Medium,2025-11-02T16:16:17,"PSC 7320, Box 9292
APO AA 23643",Jazan,No special requirements,Net 15,3.59,74.19,385.89,Sarah Lopez,Matthew Taylor,2025-10-04T21:15:01.920025,2025-10-04T21:15:01.920026
ORD46672,CUST5288,2025-03-10T11:33:58,Delivered,Pending,4037.79,SAR,Lubricants,Medium,2025-10-17T06:39:08,"298 Daniel Creek Apt. 810
North Craig, VT 82964",Jubail,Temperature controlled,Prepaid,8.52,498.23,753.48,Amy Carter,Lindsey Vargas,2025-10-04T21:15:01.920725,2025-10-04T21:15:01.920726
ORD71411,CUST8076,2025-04-29T15:02:24,Delivered,Paid,74754.94,SAR,Bulk Fuel,High,2025-10-12T07:56:01,"514 Sloan Wall Apt. 841
New Michaelmouth, AS 41699",Hofuf,Temperature controlled,Net 15,6.85,321.03,690.16,Robin Vega,Debra Hatfield,2025-10-04T21:15:01.921468,2025-10-04T21:15:01.921469
ORD19574,CUST8545,2025-05-09T08:25:58,Delivered,Pending,2037.29,SAR,Services,Medium,2025-10-25T15:05:39,"24834 Robert Grove Suite 544
East Jackson, LA 52829",Taif,No special requirements,Net 30,14.78,247.88,581.8,Michael Evans,Lisa Archer,2025-10-04T21:15:01.922180,2025-10-04T21:15:01.922181
ORD51680,CUST9589,2025-04-08T09:31:45,Confirmed,Paid,3681.35,SAR,Services,High,2025-10-18T13:22:08,"2094 Chelsey Summit Suite 153
Kathrynton, NC 89312",Yanbu,Handle with care,COD,2.14,311.51,925.41,Derrick Hill,Jennifer Sims,2025-10-04T21:15:01.922879,2025-10-04T21:15:01.922880
ORD48315,CUST4313,2025-04-22T03:14:20,Delivered,Paid,15282.39,SAR,Petrochemicals,Low,2025-10-09T08:22:07,"243 Hamilton Field Suite 665
Hunterhaven, GU 15504",Jazan,Handle with care,Net 15,9.71,98.53,195.78,Kim Nash,Hannah Mitchell,2025-10-04T21:15:01.923664,2025-10-04T21:15:01.923665
ORD74692,CUST4460,2025-05-07T14:38:50,Shipped,Paid,7316.65,SAR,Equipment,Medium,2025-10-22T14:12:50,"132 Palmer Isle
West David, OH 47098",Taif,No special requirements,Net 30,9.58,161.78,943.01,Tyler Wheeler,Timothy Lester,2025-10-04T21:15:01.924377,2025-10-04T21:15:01.924377
ORD20160,CUST1118,2025-03-08T01:53:00,Delivered,Paid,1875.3,SAR,Services,High,2025-11-02T21:39:34,"518 Cheryl Lodge
East Melissa, NC 24273",Yanbu,Temperature controlled,COD,6.61,91.57,105.21,Joseph Brown,Melissa Fernandez,2025-10-04T21:15:01.925076,2025-10-04T21:15:01.925077
ORD97556,CUST1677,2025-06-17T17:06:15,Confirmed,Paid,85140.02,SAR,Bulk Fuel,Medium,2025-10-31T15:37:11,"810 Angela Camp
Jameston, AL 14004",Taif,Express delivery,Net 30,13.95,91.6,300.37,Felicia Schneider,Donald Keller,2025-10-04T21:15:01.925763,2025-10-04T21:15:01.925764
ORD31738,CUST9266,2025-06-25T08:10:40,Delivered,Paid,41250.27,SAR,Equipment,Medium,2025-10-31T10:25:30,"8139 Mary Course
Matthewborough, GA 77491",Najran,No special requirements,Prepaid,8.88,413.08,861.33,Jason Rubio,Dustin Morgan,2025-10-04T21:15:01.926453,2025-10-04T21:15:01.926454
ORD19534,CUST2769,2025-03-15T05:45:25,Confirmed,Paid,6680.61,SAR,Lubricants,Low,2025-11-02T22:19:13,"40338 Avila Brook Suite 520
Brittanyborough, OK 44163",Jeddah,No special requirements,Net 15,9.56,140.9,793.65,Connor Vasquez,Joshua Mcintyre,2025-10-04T21:15:01.927199,2025-10-04T21:15:01.927200
ORD99118,CUST7362,2025-02-03T14:53:53,In Transit,Paid,2769.28,SAR,Services,Medium,2025-10-24T14:22:21,"9388 Martin Well Suite 190
Aguirremouth, AS 56895",Jazan,No special requirements,Net 15,13.05,449.87,760.31,Tara Smith,Sara Santiago,2025-10-04T21:15:01.927966,2025-10-04T21:15:01.927967
ORD84545,CUST6576,2025-03-27T01:29:36,Delivered,Paid,2479.63,SAR,Fuel Delivery,High,2025-10-22T02:23:51,"0197 Mann Curve Suite 391
Rebeccaside, FM 38746",Najran,Handle with care,Prepaid,7.88,68.87,856.8,Tyler Cantu,Jennifer Simpson,2025-10-04T21:15:01.928700,2025-10-04T21:15:01.928701
ORD86089,CUST4191,2025-04-04T21:08:04,Delivered,Paid,8067.3,SAR,Lubricants,High,2025-10-25T19:16:13,"379 Vega Streets
North Cynthiaborough, OR 35639",Taif,Temperature controlled,Prepaid,14.47,212.43,569.77,Kelsey Campbell,Nicole Donaldson,2025-10-04T21:15:01.929437,2025-10-04T21:15:01.929438
ORD61879,CUST3123,2025-05-26T19:39:31,Delivered,Paid,4029.68,SAR,Fuel Delivery,Low,2025-10-30T20:08:41,"5775 Pace Corners
West Annamouth, NH 64916",Taif,No special requirements,Net 30,7.81,304.69,769.55,Kevin Martin,Ryan Cook DDS,2025-10-04T21:15:01.933341,2025-10-04T21:15:01.933345
ORD62668,CUST3378,2025-02-15T12:16:41,Delivered,Partial,36819.01,SAR,Equipment,Medium,2025-10-25T05:00:01,"PSC 9265, Box 6032
APO AP 65394",Jeddah,Temperature controlled,Net 30,10.19,344.24,115.54,Christina Watkins,Michael Carroll,2025-10-04T21:15:01.933991,2025-10-04T21:15:01.933992
ORD45558,CUST1841,2025-04-30T12:31:10,Shipped,Paid,1874.26,SAR,Fuel Delivery,Medium,2025-10-08T10:13:16,"2630 Melissa Divide
Ericborough, LA 18369",Taif,Hazardous materials,Prepaid,5.61,236.35,585.58,Jonathan Weaver,Brittany Martinez,2025-10-04T21:15:01.934778,2025-10-04T21:15:01.934781
ORD36785,CUST5007,2025-03-03T09:28:20,Processing,Paid,1488.6,SAR,Services,Medium,2025-10-17T13:47:45,"572 Garcia Skyway
South Robert, UT 53797",Hofuf,No special requirements,Prepaid,12.53,272.88,506.59,Jamie Lewis,James Sheppard,2025-10-04T21:15:01.936115,2025-10-04T21:15:01.936119
ORD66826,CUST6956,2025-03-27T03:15:18,In Transit,Paid,7820.76,SAR,Petrochemicals,High,2025-10-12T15:38:42,"5937 William Forest
West Anthonychester, VA 91344",Dammam,Express delivery,Net 15,0.07,194.94,294.33,Marie Washington,Angela Dunn,2025-10-04T21:15:01.938001,2025-10-04T21:15:01.938006
ORD96160,CUST3425,2025-04-06T04:47:24,Delivered,Partial,817.9,SAR,Fuel Delivery,Low,2025-10-21T02:37:20,"798 White Stravenue Apt. 506
Leeberg, VA 12769",Najran,Hazardous materials,Net 30,12.99,106.87,468.9,Nicole Pacheco,Jacob Jimenez,2025-10-04T21:15:01.939978,2025-10-04T21:15:01.939983
ORD28482,CUST5177,2025-05-04T07:28:25,Delivered,Paid,93009.88,SAR,Bulk Fuel,Low,2025-11-01T08:23:52,"4681 Michael Keys Suite 044
Port Brian, ME 87650",Hofuf,No special requirements,Net 15,13.62,495.36,315.45,Joanne Tran,Anthony Wilkerson,2025-10-04T21:15:01.940875,2025-10-04T21:15:01.940882
ORD24281,CUST5882,2025-03-05T18:16:07,In Transit,Paid,1606.4,SAR,Lubricants,Low,2025-11-03T05:52:08,"5446 Emily Spring
Moniquebury, AS 90999",Hofuf,Handle with care,Net 15,1.1,313.63,243.82,Jason Daniels,Theresa Chung,2025-10-04T21:15:01.941594,2025-10-04T21:15:01.941595
ORD17553,CUST2226,2025-06-12T09:29:35,Pending,Paid,16679.13,SAR,Bulk Fuel,Medium,2025-10-07T13:22:04,"555 Herrera Skyway Suite 234
North Meaganport, WA 27303",Yanbu,Express delivery,Net 30,5.7,424.93,582.94,Tracy Hansen,Kelly Smith,2025-10-04T21:15:01.942353,2025-10-04T21:15:01.942354
ORD53406,CUST1515,2025-03-23T03:00:31,Delivered,Paid,48614.18,SAR,Equipment,Medium,2025-10-21T23:34:35,"685 Michael Estate Suite 752
Michaelmouth, MH 27474",Jazan,No special requirements,Net 30,12.75,440.11,547.77,John Scott,Taylor Brock,2025-10-04T21:15:01.943068,2025-10-04T21:15:01.943069
ORD84756,CUST2482,2025-03-29T21:34:22,Delivered,Paid,3717.51,SAR,Services,Low,2025-10-20T11:54:06,"Unit 4401 Box 8355
DPO AP 20213",Jeddah,Hazardous materials,Prepaid,8.16,373.16,978.31,Mrs. Christine Gonzalez,Kyle Wall,2025-10-04T21:15:01.943586,2025-10-04T21:15:01.943587
ORD32920,CUST3118,2025-03-06T17:39:49,Delivered,Paid,56050.58,SAR,Bulk Fuel,Medium,2025-10-15T20:19:17,"Unit 5566 Box 6582
DPO AA 99193",Hofuf,Handle with care,Prepaid,11.12,406.8,975.92,Shelby Williams,Lisa Campbell,2025-10-04T21:15:01.944086,2025-10-04T21:15:01.944087
ORD29207,CUST5922,2025-03-08T03:34:19,Delivered,Paid,4320.5,SAR,Services,High,2025-10-19T20:20:44,"476 Estrada Plaza
Edwardstown, CA 03549",Abha,Express delivery,Net 15,5.59,356.39,845.28,Daniel Green,Lauren Sanchez,2025-10-04T21:15:01.944837,2025-10-04T21:15:01.944837
ORD46506,CUST7980,2025-02-07T04:07:15,Shipped,Pending,8994.49,SAR,Petrochemicals,Medium,2025-10-28T07:33:00,"0849 Elizabeth Expressway Apt. 313
Port Richard, WV 81150",Najran,Temperature controlled,COD,11.18,163.36,334.59,Miss Kayla Johnston,Felicia Wheeler,2025-10-04T21:15:01.945557,2025-10-04T21:15:01.945558
ORD27506,CUST3595,2025-06-05T04:23:06,Delivered,Paid,33330.25,SAR,Equipment,Low,2025-11-01T05:46:02,"5233 Tracy Lights Suite 256
East Katherine, CO 97688",Jeddah,Express delivery,Prepaid,3.69,293.32,611.92,Thomas Shea,Alexis Brown,2025-10-04T21:15:01.946262,2025-10-04T21:15:01.946263
ORD24697,CUST9607,2025-06-05T02:53:20,Delivered,Paid,1876.91,SAR,Services,High,2025-10-28T20:51:56,"Unit 9076 Box 7364
DPO AA 45292",Jubail,Express delivery,Prepaid,12.07,364.24,395.31,John Roberts,Selena Craig,2025-10-04T21:15:01.946762,2025-10-04T21:15:01.946763
ORD86523,CUST5926,2025-02-22T06:22:29,Shipped,Paid,4363.0,SAR,Services,Low,2025-10-07T04:29:19,"2059 Anderson Stravenue
Palmerberg, MO 22106",Dammam,Handle with care,Prepaid,8.97,107.15,514.07,Janet Ramirez,Olivia Vazquez,2025-10-04T21:15:01.948923,2025-10-04T21:15:01.948926
ORD39195,CUST4774,2025-03-26T16:46:08,Delivered,Paid,4576.22,SAR,Lubricants,Low,2025-10-24T00:21:26,"PSC 9184, Box 3155
APO AA 73099",Yanbu,Temperature controlled,Net 15,14.39,58.98,862.49,Sarah Taylor,Jonathan Mcfarland,2025-10-04T21:15:01.949642,2025-10-04T21:15:01.949644
ORD39249,CUST2514,2025-04-28T17:42:18,Pending,Paid,78129.47,SAR,Bulk Fuel,Medium,2025-10-12T11:43:10,"675 Lisa Ferry
West Carlos, WY 79223",Jubail,Temperature controlled,COD,8.27,61.24,206.64,Anthony Andersen,John Berger,2025-10-04T21:15:01.950596,2025-10-04T21:15:01.950597
ORD44212,CUST8851,2025-04-19T18:58:55,Shipped,Paid,30766.41,SAR,Equipment,High,2025-10-27T23:27:24,"2998 Jennifer Skyway Suite 518
Murphyberg, FM 91172",Jazan,Handle with care,COD,1.45,251.74,333.72,David Brown,Melissa Rivera,2025-10-04T21:15:01.951386,2025-10-04T21:15:01.951387
ORD32090,CUST3032,2025-02-22T15:42:00,Delivered,Pending,2874.17,SAR,Fuel Delivery,Medium,2025-10-13T21:33:18,"882 Paul Highway
Susanstad, NC 12263",Abha,Hazardous materials,Prepaid,1.7,127.56,284.9,Mr. Sean Christian,Kirk Smith,2025-10-04T21:15:01.952102,2025-10-04T21:15:01.952103
ORD13542,CUST3333,2025-06-18T02:15:37,Delivered,Partial,1804.45,SAR,Lubricants,Medium,2025-10-08T11:10:25,"524 Rebecca Landing Apt. 085
East Melissatown, PR 85425",Najran,Handle with care,Net 30,10.98,235.75,971.39,David Rasmussen,Julie Jenkins,2025-10-04T21:15:01.952814,2025-10-04T21:15:01.952815
ORD47598,CUST7481,2025-04-01T17:48:28,Delivered,Paid,2290.97,SAR,Lubricants,Medium,2025-10-10T16:37:41,"47037 Dawn Well Suite 778
Lake Stephenbury, FL 73609",Jubail,Express delivery,Prepaid,6.49,97.21,466.1,Kenneth Lewis,Stephen Harris,2025-10-04T21:15:01.953530,2025-10-04T21:15:01.953531
ORD86618,CUST4720,2025-05-04T05:10:19,Delivered,Paid,7962.94,SAR,Lubricants,High,2025-10-10T10:09:38,"633 Robert Ford
Walshport, ND 91663",Najran,Handle with care,Net 15,10.75,250.66,386.44,Kenneth White,Aaron Rogers,2025-10-04T21:15:01.954248,2025-10-04T21:15:01.954249
ORD55794,CUST8218,2025-06-07T02:20:57,Delivered,Paid,3894.9,SAR,Petrochemicals,High,2025-10-18T11:26:43,"49617 Gregory Loop
Escobarborough, WI 06037",Hofuf,Hazardous materials,Net 15,6.14,269.3,258.71,Victor Hall,Dylan Martinez,2025-10-04T21:15:01.955003,2025-10-04T21:15:01.955004
ORD75284,CUST8757,2025-03-02T09:50:34,Delivered,Partial,3446.48,SAR,Lubricants,High,2025-10-07T04:27:22,"69485 Jose Summit
East Gina, IN 68339",Jeddah,Handle with care,Prepaid,6.71,371.81,376.58,Tom Wood,Justin Jackson,2025-10-04T21:15:01.955776,2025-10-04T21:15:01.955778
ORD48673,CUST8247,2025-02-05T03:56:39,Delivered,Paid,13662.56,SAR,Petrochemicals,Medium,2025-11-02T11:47:22,"49743 King Curve
Mooreview, SD 45043",Jazan,Hazardous materials,COD,5.92,301.77,707.71,Andrew Gutierrez,Todd Irwin,2025-10-04T21:15:01.956574,2025-10-04T21:15:01.956575
ORD10320,CUST8147,2025-04-13T20:33:52,In Transit,Paid,14980.07,SAR,Petrochemicals,Low,2025-10-27T18:16:37,"2216 Gordon Forges Suite 687
East Valerie, PA 28065",Yanbu,Express delivery,Net 30,1.88,255.68,970.44,Ryan Williams,Melissa Wilson,2025-10-04T21:15:01.957342,2025-10-04T21:15:01.957343
ORD53626,CUST5184,2025-03-21T17:51:47,Delivered,Pending,8498.76,SAR,Petrochemicals,Medium,2025-10-30T22:01:54,"61996 Heidi Dale Suite 193
Carlstad, GA 89147",Taif,Express delivery,Net 30,12.18,150.16,980.81,Elizabeth Campbell,Diana Sanchez,2025-10-04T21:15:01.958059,2025-10-04T21:15:01.958060
ORD96977,CUST6757,2025-06-15T09:01:04,Processing,Paid,3074.88,SAR,Services,Medium,2025-10-06T01:05:42,"4962 King Ports
Dannyview, ND 43145",Jubail,Express delivery,Net 15,14.66,200.24,672.4,Bruce Stevens,Brooke Robertson,2025-10-04T21:15:01.958779,2025-10-04T21:15:01.958780
ORD87011,CUST7196,2025-06-21T10:29:25,Delivered,Paid,1664.94,SAR,Fuel Delivery,High,2025-11-02T07:59:42,"Unit 9737 Box 0031
DPO AE 08725",Yanbu,Handle with care,Net 15,2.31,92.56,793.43,Nicholas Simpson,Darin Everett,2025-10-04T21:15:01.959283,2025-10-04T21:15:01.959284
ORD70875,CUST6596,2025-05-24T07:52:28,Delivered,Paid,3559.09,SAR,Services,Medium,2025-10-28T17:28:03,"2400 Ross Avenue
Phillipsstad, NJ 35335",Najran,Temperature controlled,Net 15,5.47,118.55,613.72,Sheryl Hernandez,Stephanie Acosta,2025-10-04T21:15:01.960036,2025-10-04T21:15:01.960036
