supplier_id,supplier_name,contact_person,phone,email,address,city,country,supplier_type,credit_rating,payment_terms,lead_time_days,quality_rating,on_time_delivery_rate,total_orders,total_value_sar,certifications,created_at
SUP8296,BP,Hailey Martin,(996)898-4447x7146,danielsdanielle@example.org,"343 Kevin Forges
North James, MD 19109",Jeddah,Saudi Arabia,Fuel Supplier,B+,Prepaid,22,4.6,0.851,395,1181411.02,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.565446
SUP2489,Chevron,Adam Howell,(951)954-3461,cobbshawn@example.org,"PSC 5028, Box 7836
APO AA 38697",Dubai,Qatar,Fuel Supplier,A,Net 15,13,4.9,0.954,788,2360996.11,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.566004
SUP6450,BP,Robert Webb,716-384-9467x8401,judith69@example.com,"6788 Bridges Ramp Apt. 211
Michaelchester, WI 03937",Kuwait,Saudi Arabia,Fuel Supplier,A+,Net 30,14,4.3,0.866,33,3952717.57,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.566645
SUP3768,Warehousing,Dakota May,(422)685-5545,jyork@example.com,"4857 Howard Expressway Suite 467
Edwardsfurt, RI 71227",Riyadh,Bahrain,Logistics Partner,A,COD,30,3.6,0.864,143,9747807.3,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.567307
SUP2299,Heavy Equipment,Mr. Robert Lowe,+1-319-222-2289x35975,gmiller@example.com,"925 James Locks
North Carrieborough, TN 99278",Dammam,UAE,Equipment Supplier,C,Prepaid,27,3.7,0.975,784,1591562.66,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.567902
SUP4685,Iveco Parts,Bryan Eaton,001-298-685-5985x8665,davidhicks@example.org,"007 Heidi Mountains Suite 740
Amandaburgh, IL 41056",Dubai,Qatar,Parts Supplier,B,COD,10,4.8,0.903,65,2167015.57,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.568559
SUP1627,Transportation,Tommy Howell,(878)539-5134,louis65@example.net,"38861 Palmer Run Apt. 594
New Christie, IN 31407",Doha,UAE,Logistics Partner,B+,COD,18,3.8,0.923,35,6715160.92,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.569148
SUP4291,Consulting Services,Mitchell Hensley,(520)368-7853x899,gstewart@example.net,"1555 Rachael Tunnel
Port Duane, DE 74799",Dubai,Kuwait,Service Provider,A+,Net 30,20,4.7,0.895,451,1352106.86,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.569727
SUP3599,MAN Parts,Steven Martin,734-720-3398,rachel52@example.com,"88727 Heather Isle Suite 112
West Allison, CT 05045",Jeddah,Kuwait,Parts Supplier,C,Prepaid,7,3.6,0.977,748,3261372.91,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.570278
SUP7235,Heavy Equipment,Kimberly Hendrix,(287)646-7614,norrisrobert@example.net,"242 Simmons Station Apt. 275
Johnberg, NJ 97125",Dubai,Qatar,Equipment Supplier,B+,Prepaid,17,3.8,0.949,763,8881721.43,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.570976
SUP7351,Transportation,Catherine Walker,(292)561-8691x852,jallen@example.com,"808 Wade Burg
Lake Gordon, IL 66997",Riyadh,Saudi Arabia,Logistics Partner,A,COD,18,3.5,0.978,881,3558160.78,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.571627
SUP3687,Aramco,Johnny James,(367)959-3755,blevinsjustin@example.org,"15287 John Club Apt. 332
Jessicamouth, NJ 94312",Riyadh,Qatar,Fuel Supplier,B,Prepaid,3,4.2,0.916,590,2462338.63,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.572286
SUP1354,Distribution,Wesley Mcdonald,873.885.8390,jmunoz@example.org,"73153 Pope Forge Suite 950
Kaylaburgh, ME 34761",Dammam,Saudi Arabia,Logistics Partner,A,Net 15,26,4.2,0.898,876,2987212.44,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.572899
SUP1878,Chevron,Jonathan Miles,960-875-9481x17915,ljohnson@example.com,"22640 Adams Estate
Strongport, GA 21353",Jeddah,Bahrain,Fuel Supplier,A,Prepaid,30,4.2,0.947,275,7008441.41,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.573546
SUP3288,Chevron,Dana Hardy,5274220589,robert86@example.com,"829 Heidi Route
Rileymouth, DE 13546",Dubai,Kuwait,Fuel Supplier,B,Net 15,7,3.5,0.875,109,6621995.99,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.574116
SUP1830,Chevron,Samuel Salazar,+1-809-712-5966x02600,jamesjones@example.org,"41832 Maria Route
Wolfeberg, GA 17479",Jeddah,Saudi Arabia,Fuel Supplier,C,Prepaid,22,4.2,0.927,331,3840356.3,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.574791
SUP9807,BP,Megan Murillo,(507)502-0413,daniel17@example.com,"56616 Edwards Coves Suite 890
Vasquezchester, NC 22081",Doha,Saudi Arabia,Fuel Supplier,B,Net 15,22,3.5,0.88,17,4571273.41,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.575414
SUP2966,Safety Equipment,Danielle Cooper,(706)427-9346,holtbrooke@example.com,"7506 Taylor Ford
New Josephville, HI 53793",Kuwait,Kuwait,Equipment Supplier,A,Net 30,26,4.4,0.889,56,1394219.57,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.576090
SUP2801,Transportation,Robert Weber,(876)651-4226,elliottlarry@example.net,"65609 Alvin Spring Apt. 783
Mooreton, IA 20401",Dubai,Saudi Arabia,Logistics Partner,B+,Prepaid,14,3.6,0.951,539,3269306.16,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.576896
SUP7352,Volvo Parts,Heather Nunez,891.471.0818x444,tperry@example.net,"62652 Allen Loop
West Sandramouth, DC 70746",Doha,Bahrain,Parts Supplier,B,Prepaid,13,3.8,0.867,410,3990765.45,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.577910
SUP4089,Distribution,Sarah Murphy,001-641-904-3997x4701,rowlandkristin@example.com,"0698 Fields Locks Suite 956
Marquezview, ME 32977",Riyadh,Kuwait,Logistics Partner,C,Prepaid,24,4.3,0.885,865,8206864.21,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.578713
SUP8416,Safety Equipment,Raven Cuevas,+1-512-685-3411x2479,katie43@example.org,"Unit 0631 Box 9213
DPO AA 30058",Doha,UAE,Equipment Supplier,A+,COD,18,4.0,0.888,154,1832748.53,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.579107
SUP6000,Shell,Gregory Brown,316-700-1801,kyledavis@example.com,"32947 Cunningham Ridges Suite 015
West Markfurt, WI 91936",Dubai,Kuwait,Fuel Supplier,C,Net 30,12,3.6,0.878,460,1336866.87,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.579838
SUP3727,Mercedes Parts,Brian Obrien,001-468-499-5288x35013,zking@example.org,"272 Christopher Wells
Kellyville, AR 53232",Dammam,Saudi Arabia,Parts Supplier,A+,COD,29,3.8,0.939,497,2528871.64,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.582814
SUP8559,Safety Equipment,David Humphrey,7825861214,timothyhernandez@example.org,"158 Johnson Fords
North Donaldfort, WI 41146",Dammam,Saudi Arabia,Equipment Supplier,A,Net 30,11,3.5,0.89,485,6839037.13,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.583735
SUP4965,Safety Equipment,Dr. Crystal Hill,(759)938-9785,lisa75@example.net,"1027 Rice Pike Apt. 372
Port Patricia, MI 98259",Jeddah,Qatar,Equipment Supplier,B+,Prepaid,14,3.9,0.946,495,9666171.42,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.584568
SUP1739,MAN Parts,Abigail Long MD,+1-840-663-6443x3994,kayleejohnson@example.com,"6543 Caldwell Shore Apt. 185
Courtneyport, CT 50501",Dammam,Kuwait,Parts Supplier,B+,COD,20,4.9,0.894,827,7778877.07,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.585430
SUP7914,BP,Sarah Collins,+1-861-298-4066x3577,juan15@example.com,"73463 Teresa Extensions Apt. 156
Port Victorberg, IA 02208",Riyadh,Kuwait,Fuel Supplier,B,Prepaid,24,4.8,0.967,253,1427824.76,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.586113
SUP5494,Heavy Equipment,Kelly Jones,(231)317-1718,nancyhanson@example.org,"5423 Skinner Mall
Port Victoriaberg, WV 49902",Riyadh,UAE,Equipment Supplier,C,Net 15,25,5.0,0.932,837,1530057.2,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.586902
SUP9813,Transportation,Charles Cruz,5376439015,larrynewton@example.org,"8121 Michael Turnpike Suite 304
North Justinfort, HI 82216",Doha,Kuwait,Logistics Partner,A,COD,15,4.1,0.958,287,1672606.89,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.587815
SUP2355,Warehousing,Ryan Hinton,(411)907-0573x4058,jamie52@example.net,"1778 Velez Brooks
Knoxfort, SD 07393",Riyadh,Bahrain,Logistics Partner,B+,Prepaid,17,4.2,0.926,566,2752837.98,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.588469
SUP8468,Iveco Parts,Taylor Gibson,982.361.6387,anna10@example.net,"100 Morris Ford
West Davidmouth, ND 04699",Riyadh,Qatar,Parts Supplier,C,Net 30,21,4.3,0.853,991,2055752.67,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.589062
SUP7076,Transportation,Marie Ortega,+1-287-552-5487x315,littledebra@example.org,"8286 Gonzalez Island
Jacobfort, ME 90223",Kuwait,UAE,Logistics Partner,C,Net 30,1,3.9,0.902,622,6576682.49,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.589748
SUP5560,Distribution,Jorge Baldwin,+1-695-624-5346x53163,brownmelissa@example.org,"692 Daniel Prairie
East Kenneth, MN 08708",Kuwait,Kuwait,Logistics Partner,B+,Net 30,7,3.8,0.87,378,9756426.38,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.590406
SUP4988,Safety Equipment,Keith Hurley,001-382-978-8787,stephen63@example.org,"5672 James Knoll
Walshmouth, AR 51015",Jeddah,Saudi Arabia,Equipment Supplier,B+,Net 30,2,4.6,0.943,412,1394355.18,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.590977
SUP4680,Heavy Equipment,Thomas Dunn,+1-937-963-9247x838,mariacole@example.com,"4924 Howard Track
Montgomeryland, KY 84723",Riyadh,Qatar,Equipment Supplier,C,Net 15,20,4.1,0.865,610,2361144.6,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.591686
SUP1348,Heavy Equipment,Helen Gibson,(766)442-2096x9278,carloshuang@example.org,"4848 Shannon Terrace Suite 499
Nataliefurt, TX 55596",Dammam,Kuwait,Equipment Supplier,A,COD,15,4.4,0.882,96,5402282.23,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.592358
SUP5390,Aramco,Kristopher Clark,+1-203-405-6716x7462,reyeseric@example.net,"8569 Mendoza Cove Suite 475
New Kelly, WV 30155",Dammam,Saudi Arabia,Fuel Supplier,A,Net 30,13,4.2,0.857,717,7496945.0,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.593061
SUP1614,Heavy Equipment,Tammy Cobb,+1-776-400-7904x338,bcain@example.org,"78589 Sheppard Club Apt. 596
West Teresaland, MT 38462",Kuwait,Bahrain,Equipment Supplier,B,Prepaid,25,3.6,0.928,634,660736.65,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.593694
SUP8665,Shell,Traci Kim,420.872.2948x39247,pmolina@example.org,"6410 Guzman Squares Apt. 100
Lake Susanville, ME 86983",Kuwait,UAE,Fuel Supplier,A,Net 30,25,3.7,0.973,394,7994755.02,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.594334
SUP5420,Shell,John Jackson,001-240-924-2359x1272,xbaldwin@example.net,"740 Webster Haven
Port Mariaview, FL 55221",Doha,Kuwait,Fuel Supplier,C,Prepaid,30,4.9,0.955,203,938353.86,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.594954
SUP2210,Total,Jessica Knight,(822)504-3370x7850,coxmichael@example.net,"1926 Joshua Rapids
Clarkland, MI 48164",Jeddah,Kuwait,Fuel Supplier,B+,Net 30,18,3.6,0.969,322,4232997.02,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.595643
SUP5235,Volvo Parts,John Erickson,(582)745-8808,cindygomez@example.net,"277 Andrew Mission Suite 311
Huberfort, AL 12762",Dammam,Bahrain,Parts Supplier,B+,Net 30,6,3.9,0.913,598,1359542.59,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.596617
SUP7845,Maintenance Services,Daniel Hoffman,(534)292-4435x718,elizabethhicks@example.com,"677 Patrick Rest
Natalieside, LA 02765",Dammam,Kuwait,Service Provider,B+,Net 15,22,4.9,0.958,114,1304114.55,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.599268
SUP5342,Total,Tina Brooks,223.479.7168x923,gabrielleharris@example.org,"548 Wiley Station Apt. 174
West Brian, MP 90272",Riyadh,Qatar,Fuel Supplier,B,COD,2,3.6,0.855,73,9808367.83,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.600289
SUP3912,Chevron,Edward Bass,850-915-1765x9044,jasonjohnson@example.org,"7002 Carter Park
Valenzuelabury, OR 35426",Dammam,Qatar,Fuel Supplier,A+,COD,16,3.6,0.902,704,5873147.02,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.601151
SUP1291,Heavy Equipment,Hannah Lynch,416-835-6489x14053,lowealexandra@example.net,"93397 Douglas Summit
Lewisshire, NY 70281",Dammam,Kuwait,Equipment Supplier,A+,Net 30,5,4.0,0.962,109,2114680.8,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.601893
SUP5811,Scania Parts,Elizabeth Walker,322-834-8156,xadkins@example.org,"485 Shirley Track
New Pennymouth, CO 35835",Riyadh,Saudi Arabia,Parts Supplier,C,Prepaid,8,4.3,0.889,657,7562859.57,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.602484
SUP3715,MAN Parts,Mr. Eric Chung DDS,(317)298-4113,oroth@example.net,"33218 Chad Viaduct
Port Adamstad, MD 36159",Kuwait,UAE,Parts Supplier,A,Net 30,6,4.8,0.9,128,2875707.48,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.603089
SUP8323,Consulting Services,Eric Garza,287.784.3090,zmolina@example.net,"789 Jacqueline Mission
Port Timothy, OR 48948",Riyadh,Kuwait,Service Provider,A,Net 15,23,4.6,0.955,486,6309497.32,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.603670
SUP4549,Consulting Services,Brittany Zamora,+1-381-467-0996x9564,nicholasmoreno@example.net,"160 Tamara Locks
West Michaelfurt, OH 53951",Dubai,Bahrain,Service Provider,A+,Prepaid,1,4.5,0.902,447,4292293.25,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.604329
SUP5871,Warehousing,Paige Wheeler,+1-892-718-5941x309,ynorman@example.org,"294 Rodriguez Forks
Monroehaven, PW 58816",Dubai,Qatar,Logistics Partner,B,Net 30,7,4.3,0.857,737,1935526.62,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.604967
SUP1889,Iveco Parts,Samuel Waters,+1-494-946-4772x37076,rojasbrian@example.com,"219 Maria Walks Suite 971
New Christopherburgh, KS 72070",Doha,Saudi Arabia,Parts Supplier,A,Prepaid,15,4.4,0.978,974,7103256.1,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.605632
SUP6975,BP,Ricardo Wright,384.225.5638,robertclark@example.com,"537 James Trail Suite 967
Douglasbury, OK 52868",Kuwait,Kuwait,Fuel Supplier,C,Net 15,8,4.1,0.866,515,7447745.96,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.606289
SUP9527,Safety Equipment,Shelly Dean,406.372.2925,keithkim@example.com,"090 Catherine Extension Suite 270
Russellhaven, TN 78771",Jeddah,Bahrain,Equipment Supplier,C,Net 30,23,4.0,0.901,818,3831323.48,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.606945
SUP8442,Logistics Services,Michael Ross,3183572164,cheryl12@example.com,"211 Bolton Haven Suite 847
Samanthafurt, PA 44287",Jeddah,Kuwait,Service Provider,B+,Net 30,20,4.8,0.879,945,9096051.33,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.607541
SUP3703,MAN Parts,Jenna Rogers,001-318-770-4673x5764,burnskelsey@example.org,"92736 Torres Orchard Suite 068
Colemanshire, TX 49821",Kuwait,Qatar,Parts Supplier,B+,Prepaid,10,4.0,0.865,683,1844887.89,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.608280
SUP5577,Scania Parts,Anthony Robertson,231.637.7585x80774,julia46@example.com,"501 Joseph Junctions Apt. 599
East Juliehaven, PA 78140",Dubai,Saudi Arabia,Parts Supplier,B+,Net 15,27,4.6,0.856,989,517242.34,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.608842
SUP7565,Logistics Services,Anthony Kent,001-388-494-4510x706,qoneal@example.org,"759 Carson Motorway
Kylefort, HI 64270",Kuwait,Kuwait,Service Provider,B+,Net 30,13,4.0,0.938,70,7530144.81,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.609446
SUP6203,Maintenance Services,Elizabeth Terry,399.747.3788,shellyjohnson@example.com,"88787 Paul Gateway Apt. 164
Rebeccachester, NC 62293",Riyadh,Qatar,Service Provider,C,COD,13,4.6,0.866,791,1257152.58,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.610120
SUP9986,Volvo Parts,Brittney Melendez,(888)249-5414x9561,nicholas58@example.com,"02833 Wilson Track Suite 599
Louisbury, LA 15652",Kuwait,Bahrain,Parts Supplier,B+,COD,3,4.2,0.887,691,2373645.0,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.610716
SUP5161,Distribution,Richard Hudson,619-239-2884,myerssteven@example.net,"23821 Laura Prairie Suite 719
North Joann, PA 85915",Kuwait,Qatar,Logistics Partner,A,Net 15,9,4.6,0.855,421,4498123.42,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.611368
SUP6651,Distribution,James Lowe,528.586.1936x8991,mbrown@example.com,"7460 Michael Bridge
Garybury, MT 47209",Dubai,UAE,Logistics Partner,A+,Net 30,30,4.6,0.854,496,2733007.73,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.611940
SUP8457,Heavy Equipment,Kelsey Craig,2279731391,greed@example.com,"04026 Potter Motorway
Lake Clintonbury, MA 33818",Riyadh,UAE,Equipment Supplier,A,Net 15,22,3.7,0.937,406,4605890.43,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.612554
SUP2065,Aramco,Ronald Owens,+1-347-288-6135x7209,williamsjasmine@example.org,"1607 Garcia Village Suite 024
Robertborough, MO 04551",Dammam,Bahrain,Fuel Supplier,B,Net 30,29,3.7,0.923,812,3167334.33,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.613259
SUP2963,Aramco,Anna Becker,622-683-5155,littleshawna@example.com,"USS Rodriguez
FPO AE 81335",Dammam,UAE,Fuel Supplier,B+,COD,12,3.9,0.88,994,2596771.24,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.614747
SUP6948,Logistics Services,Susan Shepherd,+1-319-873-3152x2468,karaturner@example.org,"92867 Victor Wells Suite 483
New Lindsey, TX 39829",Jeddah,Kuwait,Service Provider,A,Net 15,19,4.3,0.853,746,107512.34,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.616437
SUP1979,Safety Equipment,Jodi Kennedy,001-687-662-4856x1007,charlesharris@example.net,"929 Howe Coves
Changland, MS 52168",Kuwait,Kuwait,Equipment Supplier,B,Prepaid,27,4.3,0.957,728,1729013.59,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.617208
SUP2791,MAN Parts,Christian Jackson,494-525-8801x1065,codyyoung@example.org,"558 Joshua Springs
East Heather, SD 38544",Riyadh,Bahrain,Parts Supplier,B+,Net 15,8,3.8,0.907,221,9094240.63,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.617863
SUP2429,Safety Equipment,Gary Abbott,250-267-2315x725,natalie92@example.com,"58272 Anna Prairie
Wileyview, KY 39864",Jeddah,UAE,Equipment Supplier,C,Net 30,4,4.6,0.865,16,7514255.24,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.618452
SUP6426,MAN Parts,Nancy Brown,+1-803-400-4357x6772,staffordjack@example.net,"1748 Sandra Villages
Lake Timothy, RI 26561",Kuwait,Kuwait,Parts Supplier,B,COD,30,4.5,0.93,34,6937449.51,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.619104
SUP9954,Iveco Parts,Stephanie Stephens,568.703.6393,ramoseric@example.net,"319 Shawn Cape
West Evan, PR 11569",Kuwait,UAE,Parts Supplier,A+,COD,25,3.7,0.951,802,333943.56,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.619752
SUP8749,Maintenance Services,Joy Wang,937.830.6142x60430,ideleon@example.org,"Unit 4994 Box 0052
DPO AA 89382",Kuwait,Qatar,Service Provider,A,Net 15,25,3.7,0.857,323,2733321.91,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.620164
SUP8487,Scania Parts,Jessica Novak,001-351-265-0249,aayers@example.com,"93918 Cox Meadow
Wheelerfurt, MI 64769",Jeddah,UAE,Parts Supplier,B+,Prepaid,3,3.8,0.927,241,7927141.14,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.620804
SUP3787,Transportation,Sandra Pierce,(660)246-4970,erikmorton@example.net,"9025 Bennett Path Apt. 053
North William, IA 60066",Dammam,Qatar,Logistics Partner,C,COD,25,4.3,0.88,366,3136229.86,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.621501
SUP1012,BP,Danielle Johnson,001-648-565-6838,zwilson@example.net,"962 Jennifer Squares
North William, MI 60313",Dubai,Saudi Arabia,Fuel Supplier,C,COD,15,4.9,0.886,409,734187.31,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.622072
SUP4415,Logistics Services,Ethan Hernandez,(603)482-9536,charlotte74@example.org,"5490 Sanchez Plaza
Michaelmouth, WA 56388",Dammam,Qatar,Service Provider,A+,COD,7,4.4,0.895,502,3254969.09,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.622645
SUP9791,Distribution,Clayton Henderson,(817)246-3626x391,aaron88@example.net,"39536 John Summit
Port Nancy, MT 79706",Doha,Kuwait,Logistics Partner,A,Net 15,26,4.7,0.866,836,5831923.65,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.623230
SUP6035,Heavy Equipment,Patricia Jimenez,001-437-954-8362,huntstephen@example.org,"67025 Davis Ports
East Glendaville, AS 64344",Dubai,Kuwait,Equipment Supplier,A,Net 15,20,4.0,0.966,202,1036773.96,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.623977
SUP9497,Consulting Services,Cindy King,721-410-3345x70195,ramirezkevin@example.com,"06421 Roth Summit
Barrerahaven, HI 54361",Dubai,Saudi Arabia,Service Provider,B+,Prepaid,20,4.9,0.921,45,1120758.5,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T21:15:16.624749
