vehicle_id,license_plate,vehicle_type,make,model,year,capacity_liters,fuel_type,driver_id,driver_name,driver_nationality,driver_phone,driver_email,driver_license,status,depot_assigned,gps_enabled,insurance_expiry,last_maintenance,mileage,fuel_efficiency,max_speed,weight_capacity,dimensions,safety_features,created_at,updated_at
ALD7148,B5079,Grains Dumper,Volvo,Politics,2024,27491.297265476314,Diesel,DRV1520,Krishna Khanna,Pakistani,+966596663421,drv1520@aldrees.com,cONb-292771,Retired,Jazan Depot,True,2026-04-02,2025-10-03,237516,9.782952206574478,85,41402.70086787591,"{'length': 12.938659225825866, 'width': 3.1461910647285833, 'height': 4.395348013026541}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.667461,2025-10-04T21:14:32.667462
ALD9995,E3646,Flat Bed,Volvo,Success,2020,47588.156918918656,CNG,DRV6943,Suresh Subedi,Pakistani,+966571950107,drv6943@aldrees.com,hniv-581988,Active,Jazan Depot,False,2025-09-19,2025-10-03,68179,9.707089048493945,112,28812.832706744608,"{'length': 13.769228217597043, 'width': 2.9599703057583726, 'height': 4.2598270538081415}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.667721,2025-10-04T21:14:32.667722
ALD3284,E9291,Cement Bulker,Scania,Food,2016,45636.87261930603,Diesel,DRV6444,Nadeem Osmani,Pakistani,+966542426971,drv6444@aldrees.com,STuQ-275746,Repair,Jazan Depot,False,2026-03-22,2025-10-03,265020,12.381452483258734,115,32176.236160453933,"{'length': 15.878175097058907, 'width': 2.5004048283747577, 'height': 4.023577207997066}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.667971,2025-10-04T21:14:32.667972
ALD3001,A4444,Cement Bulker,Iveco,Mother,2023,30148.506943654207,LPG,DRV4538,Sajid Mahmood,Pakistani,+966539250743,drv4538@aldrees.com,jcRq-225542,Inactive,Jeddah Depot,True,2025-10-29,2025-10-03,223673,13.074599768525086,114,36181.079928955645,"{'length': 10.133860564840573, 'width': 2.758983382468672, 'height': 4.408640696750079}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.668221,2025-10-04T21:14:32.668222
ALD3378,E2767,2-Axle Base Oil Carrier,Volvo,Point,2015,28957.42815655828,LPG,DRV6736,Harish Pandey,Pakistani,+966502228149,drv6736@aldrees.com,dWBi-297835,Maintenance,Yanbu Depot,True,2025-06-16,2025-10-03,209991,12.141048646662174,115,45183.25363938327,"{'length': 17.18989356268293, 'width': 3.3911202757312777, 'height': 3.2213053044733}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.668469,2025-10-04T21:14:32.668469
ALD1371,E4911,Heavy Material Dumper,Scania,Ago,2020,31325.627718043987,LPG,DRV5898,Waseem Rashidi,Pakistani,+966509827829,drv5898@aldrees.com,iajK-728548,Active,Jazan Depot,True,2026-03-03,2025-10-03,52608,12.492516131909188,117,30902.44839828024,"{'length': 16.084551771478786, 'width': 2.578006781112624, 'height': 3.200726016839473}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.668706,2025-10-04T21:14:32.668707
ALD5584,A9135,Petrochemical Tanker,Iveco,Factor,2018,41071.299264653564,Electric,DRV1389,Hussain Kashmiri,Pakistani,+966516754303,drv1389@aldrees.com,dOUQ-407547,Repair,Jeddah Depot,False,2025-12-28,2025-10-03,300969,10.14300878176727,101,42459.59058771726,"{'length': 10.659557925601078, 'width': 2.892501631156681, 'height': 3.0456436162807523}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.668937,2025-10-04T21:14:32.668938
ALD4041,D3315,Grains Dumper,Volvo,Enter,2016,39768.55808362739,Gasoline,DRV8932,Abdullah Afridi,Pakistani,+966576661244,drv8932@aldrees.com,caXr-440922,Inactive,Jeddah Depot,True,2026-01-28,2025-10-03,369485,14.357368434934568,98,40026.57348354338,"{'length': 15.593441862578878, 'width': 3.184648896299675, 'height': 4.304888279136184}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.669172,2025-10-04T21:14:32.669173
ALD9837,A5267,3-Axle Base Oil Tanker,Iveco,Audience,2021,22832.65243863541,CNG,DRV7819,Arif Durrani,Pakistani,+966552582463,drv7819@aldrees.com,qchQ-979516,Retired,Yanbu Depot,False,2026-07-25,2025-10-03,455999,14.565186096061332,82,37983.56453524613,"{'length': 16.820473945192177, 'width': 3.4318581312175565, 'height': 4.460799298864278}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.669422,2025-10-04T21:14:32.669422
ALD9804,D9822,Curtain-Sided Trailer,MAN,Turn,2023,34763.3090745512,LPG,DRV9605,Hussain Baloch,Pakistani,+966581604600,drv9605@aldrees.com,Eboy-673679,Repair,Jeddah Depot,True,2024-11-18,2025-10-03,257198,13.766099977475193,108,40190.965763040964,"{'length': 11.167796111411738, 'width': 2.662772664421821, 'height': 3.345068660905357}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.669684,2025-10-04T21:14:32.669685
ALD9434,C4754,2-Axle Fuel Tanker,Volvo,Condition,2020,45038.38026521525,Electric,DRV6028,Suresh Karki,Indian,+966585765899,drv6028@aldrees.com,tTlo-815851,Inactive,Dammam Depot,False,2025-03-18,2025-10-03,364909,11.520120961626061,81,33449.97173898597,"{'length': 14.361043305606247, 'width': 3.1178594211491566, 'height': 3.1595335618605698}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.669918,2025-10-04T21:14:32.669919
ALD3891,A6696,3-Axle Fuel Tanker,Volvo,Woman,2022,41211.074203117474,CNG,DRV1381,Waqar Khalil,Pakistani,+966557787650,drv1381@aldrees.com,ihWv-066417,Maintenance,Dammam Depot,True,2026-05-12,2025-10-03,227185,10.233270954410195,83,47863.013911386544,"{'length': 12.970681375154093, 'width': 2.745852840322703, 'height': 3.6124770918168063}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.670147,2025-10-04T21:14:32.670147
ALD9869,C4116,Heavy Material Dumper,MAN,Half,2024,28306.277922767018,CNG,DRV9392,Ehsan Virk,Pakistani,+966539390078,drv9392@aldrees.com,mWaz-037035,Retired,Jeddah Depot,True,2025-03-23,2025-10-03,94353,11.540856879609763,98,49354.28863942869,"{'length': 13.157595475596505, 'width': 3.345765953204574, 'height': 3.0914389289162125}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.670372,2025-10-04T21:14:32.670372
ALD3257,B8759,3-Axle Base Oil Tanker,MAN,Can,2018,43122.91263522543,Diesel,DRV4833,Faisal Ali,Pakistani,+966543129271,drv4833@aldrees.com,aQMj-546594,Inactive,Jazan Depot,True,2026-01-27,2025-10-03,317987,13.419048944607717,92,26701.5931643374,"{'length': 12.903132059136983, 'width': 3.4974497674910348, 'height': 3.6488113803517424}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.670593,2025-10-04T21:14:32.670594
ALD7406,C9185,Grains Dumper,Mercedes,Number,2015,25833.959273533732,Electric,DRV1962,Sagar Shrestha,Nepali,+966522588579,drv1962@aldrees.com,peGc-729374,Retired,Jeddah Depot,False,2026-01-06,2025-10-03,182577,8.93269619752794,89,36549.210177342684,"{'length': 17.73773878169883, 'width': 3.2414393699460105, 'height': 4.274614779714083}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.670816,2025-10-04T21:14:32.670817
ALD9731,B9644,2-Axle Base Oil Carrier,Volvo,Civil,2023,39336.51909810082,Electric,DRV2568,Qasim Warsi,Pakistani,+966520337195,drv2568@aldrees.com,LGaH-535933,Inactive,Riyadh Depot,True,2026-04-16,2025-10-03,245101,10.499589115851567,87,35431.06067837516,"{'length': 14.725670787594836, 'width': 2.7726800467728743, 'height': 3.8371354884413025}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.671040,2025-10-04T21:14:32.671040
ALD2937,A9659,Curtain-Sided Trailer,Volvo,Try,2015,25733.542801259966,Diesel,DRV9516,Nasir Khalil,Nepali,+966574467507,drv9516@aldrees.com,Qnoo-445291,Active,Haditha Depot,True,2025-12-29,2025-10-03,308672,9.081465922808079,109,26291.550697371968,"{'length': 14.652470136162373, 'width': 2.7853160509119146, 'height': 3.4658222325648484}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.671260,2025-10-04T21:14:32.671261
ALD4170,D8647,Grains Dumper,Volvo,Board,2019,28316.952053682176,CNG,DRV2504,Vishal Joshi,Pakistani,+966522829590,drv2504@aldrees.com,MmqD-329014,Inactive,Yanbu Depot,True,2024-11-11,2025-10-03,201113,11.540939534464304,113,41528.94257883062,"{'length': 10.988269894490616, 'width': 2.7881602038656133, 'height': 4.205640184100419}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.671493,2025-10-04T21:14:32.671494
ALD3787,A1634,Grains Dumper,Scania,Address,2023,35827.52981778837,Diesel,DRV7302,Abdul Jafri,Nepali,+966526367288,drv7302@aldrees.com,GMmK-797773,Inactive,Riyadh Depot,True,2026-01-10,2025-10-03,297860,8.434655259586123,104,22820.843047080318,"{'length': 16.20676091775455, 'width': 2.50367720497309, 'height': 3.8460740342518123}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.671717,2025-10-04T21:14:32.671717
ALD8079,C8529,2-Axle Fuel Tanker,Scania,Degree,2022,20725.777282064337,CNG,DRV9218,Vishal Kumar,Pakistani,+966561172779,drv9218@aldrees.com,yeWf-640376,Repair,Jazan Depot,True,2026-02-03,2025-10-03,289203,9.2119667367654,107,43235.99508136399,"{'length': 17.36764662804847, 'width': 3.283749272344722, 'height': 3.629827094243122}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.671936,2025-10-04T21:14:32.671937
ALD7854,E3376,2-Axle Base Oil Carrier,Scania,Stand,2023,43173.45277619851,Diesel,DRV2391,Yasir Rashidi,Pakistani,+966517566081,drv2391@aldrees.com,coXF-237264,Active,Dammam Depot,True,2025-07-15,2025-10-03,439035,12.208688572863235,87,32872.614151323745,"{'length': 13.182256823781078, 'width': 3.215062744669423, 'height': 3.108571046154916}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.672171,2025-10-04T21:14:32.672171
ALD9745,A5319,Flat Bed,Iveco,Student,2015,31921.709476118325,Electric,DRV1399,Liaqat Farooqi,Pakistani,+966509681140,drv1399@aldrees.com,yjGV-700897,Maintenance,Yanbu Depot,False,2025-06-29,2025-10-03,431591,9.641836491253512,107,29961.439474698367,"{'length': 13.778237778507737, 'width': 2.9306483373838894, 'height': 4.355904600445198}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.672398,2025-10-04T21:14:32.672399
ALD1222,B4041,2-Axle Fuel Tanker,Iveco,Former,2024,34229.65511599135,Gasoline,DRV4909,Arun Dubey,Pakistani,+966543591209,drv4909@aldrees.com,bufk-325947,Inactive,Dammam Depot,False,2024-10-25,2025-10-03,244696,14.414493954387252,112,29263.270406570122,"{'length': 13.677590513738982, 'width': 2.933109252254664, 'height': 3.4947384791185545}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.672615,2025-10-04T21:14:32.672616
ALD2907,A7251,2-Axle Fuel Tanker,Scania,Mouth,2024,45116.07160513829,CNG,DRV4235,Omkar Dubey,Pakistani,+966544159647,drv4235@aldrees.com,ByfZ-308162,Maintenance,Jeddah Depot,False,2025-06-06,2025-10-03,388587,9.28314822133348,100,21302.13569308076,"{'length': 16.453559211999043, 'width': 2.506332624501895, 'height': 3.6595546046081733}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.672834,2025-10-04T21:14:32.672835
ALD7830,C4166,Flat Bed,MAN,Drug,2015,39605.111401375834,CNG,DRV7732,Hussain Javed,Indian,+966512339974,drv7732@aldrees.com,TekJ-720447,Retired,Riyadh Depot,True,2026-01-01,2025-10-03,237545,12.087942072135535,119,47708.939739208305,"{'length': 11.826669833369234, 'width': 2.910190906022992, 'height': 3.0700076469296382}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.673054,2025-10-04T21:14:32.673055
ALD8040,B4952,Grains Dumper,Scania,Crime,2024,30677.64930290328,CNG,DRV5298,Ram Nepal,Indian,+966551897425,drv5298@aldrees.com,fceI-167883,Active,Haditha Depot,False,2026-07-26,2025-10-03,244151,11.829638489195302,108,37814.94799538525,"{'length': 10.829796757795748, 'width': 3.290546737431482, 'height': 3.6655502001084033}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.673283,2025-10-04T21:14:32.673284
ALD9501,D6078,3-Axle Base Oil Tanker,Mercedes,Certainly,2024,36772.290020684435,Electric,DRV4232,Kashif Syed,Pakistani,+966530009317,drv4232@aldrees.com,bNCE-295408,Active,Haditha Depot,True,2025-07-30,2025-10-03,470825,13.653575038604195,96,25912.439579074402,"{'length': 11.347729534038557, 'width': 2.718359819967512, 'height': 3.3292171682349774}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.673509,2025-10-04T21:14:32.673509
ALD4057,B2190,Grains Dumper,Iveco,Again,2021,33519.31365748106,CNG,DRV3666,Vishal Singh,Nepali,+966521019139,drv3666@aldrees.com,GrkJ-979205,Inactive,Riyadh Depot,False,2025-04-18,2025-10-03,484400,12.560556783959203,82,29932.19282278324,"{'length': 12.820480427423474, 'width': 2.93619980478439, 'height': 3.3568061401025453}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.673734,2025-10-04T21:14:32.673734
ALD3118,B2527,3-Axle Fuel Tanker,Volvo,Pattern,2023,47345.96153302492,Diesel,DRV8134,Waleed Fouad,Pakistani,+966538976035,drv8134@aldrees.com,nqlz-136508,Active,Jeddah Depot,False,2026-06-25,2025-10-03,122817,13.709454534268323,98,35940.21782397736,"{'length': 10.73001247505883, 'width': 3.00709766204229, 'height': 3.8291867813403484}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.673955,2025-10-04T21:14:32.673955
ALD6661,A4104,Grains Dumper,Volvo,Talk,2021,45636.79917836809,CNG,DRV2832,Zahid Hussain,Bangladeshi,+966550483205,drv2832@aldrees.com,kugq-616137,Active,Riyadh Depot,True,2025-05-31,2025-10-03,148205,9.779951786479085,113,31478.992776983774,"{'length': 15.303028847610138, 'width': 2.602021314151665, 'height': 3.097100377648431}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.674415,2025-10-04T21:14:32.674416
ALD4415,C9409,2-Axle Base Oil Carrier,Volvo,Democratic,2016,44088.54208701986,Diesel,DRV9545,Shahid Afridi,Bangladeshi,+966575732375,drv9545@aldrees.com,WRfY-149780,Maintenance,Haditha Depot,True,2026-07-19,2025-10-03,208902,12.998348287924925,112,30173.96738741574,"{'length': 13.4153519276646, 'width': 2.973774505175813, 'height': 3.0211861290063564}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.674813,2025-10-04T21:14:32.674814
ALD8172,D9410,Flat Bed,Mercedes,Fine,2016,42650.82558992424,Gasoline,DRV5590,Rajesh Pandey,Indian,+966590428201,drv5590@aldrees.com,tHyV-216059,Maintenance,Yanbu Depot,True,2025-12-11,2025-10-03,334628,14.767552530612814,92,42066.47049190761,"{'length': 16.156262683711144, 'width': 2.863859887941283, 'height': 4.174202091322043}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.675134,2025-10-04T21:14:32.675135
ALD8602,D3173,Flat Bed,Iveco,Paper,2024,43755.37121857362,Gasoline,DRV4833,Bilal Rashidi,Pakistani,+966574757941,drv4833@aldrees.com,UwbK-046066,Maintenance,Dammam Depot,True,2025-12-11,2025-10-03,275986,13.424911811071961,96,43835.07797256949,"{'length': 17.873990606252086, 'width': 2.932285430339634, 'height': 4.033411606918438}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.675379,2025-10-04T21:14:32.675380
ALD5261,E2584,Curtain-Sided Trailer,Iveco,Attention,2024,43745.66039840852,CNG,DRV9954,Vikram Chopra,Pakistani,+966544254286,drv9954@aldrees.com,UUWh-688168,Repair,Yanbu Depot,True,2026-01-12,2025-10-03,237196,10.424024653161785,116,33291.5929854528,"{'length': 14.125959745676363, 'width': 2.8734036402446197, 'height': 3.1431443756840256}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.675612,2025-10-04T21:14:32.675613
ALD9382,D4891,3-Axle Fuel Tanker,Scania,Between,2018,42950.792757369665,LPG,DRV9143,Daniyal Hussain,Pakistani,+966537114173,drv9143@aldrees.com,UzEg-064394,Retired,Yanbu Depot,True,2024-11-24,2025-10-03,432393,12.335182516139993,115,38998.27371742693,"{'length': 13.172327551462615, 'width': 3.24335438673885, 'height': 3.659225527955148}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.675835,2025-10-04T21:14:32.675835
ALD7337,C4537,Heavy Fuel Oil / Bitumen Tanker,Mercedes,Same,2015,45618.94392154512,Electric,DRV4944,Javed Farooqi,Pakistani,+966503571221,drv4944@aldrees.com,MPtY-081519,Repair,Jazan Depot,False,2024-11-25,2025-10-03,172162,10.01344149267441,87,31490.784949954446,"{'length': 17.340678042791733, 'width': 2.635071085595239, 'height': 3.082852195422466}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.676057,2025-10-04T21:14:32.676058
ALD2624,B9524,Heavy Material Dumper,MAN,Lose,2022,25834.833732617164,Diesel,DRV8227,Abdul Gillani,Indian,+966536104372,drv8227@aldrees.com,mEbc-005770,Retired,Haditha Depot,False,2025-05-11,2025-10-03,373208,14.291831910854555,107,48054.87526022151,"{'length': 12.57579148560982, 'width': 2.6368672099451063, 'height': 3.436887372568778}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.676279,2025-10-04T21:14:32.676279
ALD6907,C3505,3-Axle Base Oil Tanker,Volvo,Throughout,2017,33972.674749263715,CNG,DRV6809,Naveen Arora,Pakistani,+966513534304,drv6809@aldrees.com,EyEm-505845,Maintenance,Jazan Depot,False,2026-07-07,2025-10-03,328238,11.683190858955147,92,33508.62377273068,"{'length': 13.31274249253675, 'width': 3.3155460745274827, 'height': 3.2931485648923635}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.676497,2025-10-04T21:14:32.676498
ALD9964,A8682,Grains Dumper,Iveco,Candidate,2017,24177.924956147,Diesel,DRV7332,Javed Tariq,Pakistani,+966572756424,drv7332@aldrees.com,hfrG-688328,Active,Haditha Depot,True,2025-07-12,2025-10-03,429600,11.38190825283952,96,40096.73140600978,"{'length': 15.825060745149926, 'width': 3.497633572468906, 'height': 4.398152322840259}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.676721,2025-10-04T21:14:32.676722
ALD8435,E8654,2-Axle DOP Tanker,Scania,Special,2018,32521.725260934938,Diesel,DRV9769,Saeed Kashmiri,Nepali,+966561579661,drv9769@aldrees.com,QLKH-058637,Retired,Riyadh Depot,False,2025-05-26,2025-10-03,207159,14.32262178734163,101,22244.692616467277,"{'length': 13.726410004420327, 'width': 2.7111919270117903, 'height': 3.487889505528038}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.676941,2025-10-04T21:14:32.676942
ALD7239,B1011,Petrochemical Tanker,MAN,Recent,2023,47937.74940967804,Gasoline,DRV3707,Khalid Shah,Indian,+966581533590,drv3707@aldrees.com,xvmY-011653,Inactive,Riyadh Depot,False,2026-04-25,2025-10-03,152185,8.303233606410314,103,43828.288869665164,"{'length': 12.355263116247698, 'width': 3.3612679878209923, 'height': 4.345455838540097}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.677161,2025-10-04T21:14:32.677162
ALD3359,E8759,2-Axle DOP Tanker,Iveco,Executive,2020,48410.1195107619,CNG,DRV2978,Ehsan Afridi,Nepali,+966582734471,drv2978@aldrees.com,Zmhq-878860,Inactive,Dammam Depot,False,2026-05-30,2025-10-03,231900,12.30139723424811,111,30681.01764665239,"{'length': 10.76132574696193, 'width': 3.184544955784573, 'height': 3.3599868033217666}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.677378,2025-10-04T21:14:32.677379
ALD6475,B6455,2-Axle DOP Tanker,MAN,Particular,2019,39203.828807600235,Electric,DRV4717,Ravi Chopra,Indian,+966527326051,drv4717@aldrees.com,Brne-356122,Retired,Jazan Depot,True,2026-05-29,2025-10-03,92003,12.68787073162606,96,34713.87214328993,"{'length': 16.636219416613756, 'width': 3.2158273201416723, 'height': 4.368150228679854}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.677600,2025-10-04T21:14:32.677601
ALD9750,A8364,Curtain-Sided Trailer,MAN,This,2024,32253.466942194435,Diesel,DRV5626,Hussain Nawaz,Pakistani,+966548179711,drv5626@aldrees.com,sulI-179532,Maintenance,Dammam Depot,True,2025-08-21,2025-10-03,323482,11.146543290957188,95,41443.83040534309,"{'length': 15.976577051865933, 'width': 3.326548510186066, 'height': 3.3134744671740246}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.677818,2025-10-04T21:14:32.677818
ALD3838,C4742,Flat Bed,Volvo,Television,2022,27420.61302299845,LPG,DRV6021,Waseem Pasha,Pakistani,+966539816475,drv6021@aldrees.com,apIr-051591,Retired,Haditha Depot,True,2026-07-22,2025-10-03,343737,10.339784816038335,112,28917.8298272103,"{'length': 12.475349772846712, 'width': 2.618144674386789, 'height': 3.2120880996926595}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.678033,2025-10-04T21:14:32.678033
ALD2744,B2592,3-Axle Base Oil Tanker,Iveco,Word,2022,24030.33993766464,CNG,DRV1087,Ibrahim Yousuf,Pakistani,+966586934319,drv1087@aldrees.com,CUgY-375379,Retired,Yanbu Depot,True,2026-06-09,2025-10-03,499034,14.879832002026609,85,36896.01622320466,"{'length': 10.862541128663917, 'width': 2.9590489321637032, 'height': 4.409633486341119}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.678249,2025-10-04T21:14:32.678249
ALD1336,A4849,Cement Bulker,Mercedes,Big,2022,27600.133391093084,CNG,DRV2711,Ravi Kumar,Bangladeshi,+966570729178,drv2711@aldrees.com,SaDz-691107,Repair,Dammam Depot,True,2025-03-07,2025-10-03,193330,10.66025684486428,96,24958.741220859272,"{'length': 17.594403713219585, 'width': 2.7932720217782334, 'height': 3.731613827260296}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.678482,2025-10-04T21:14:32.678483
ALD5704,C1345,Heavy Fuel Oil / Bitumen Tanker,Mercedes,Act,2023,37235.47174927038,Electric,DRV7384,Naveen Malhotra,Indian,+966541019925,drv7384@aldrees.com,VyYY-508383,Active,Jazan Depot,True,2024-10-19,2025-10-03,358566,10.342654368210217,90,36211.81667326832,"{'length': 17.557684309909305, 'width': 2.5992615153054777, 'height': 3.286456799583682}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.678697,2025-10-04T21:14:32.678698
ALD8538,B5493,Curtain-Sided Trailer,Scania,Partner,2017,23783.35906075645,CNG,DRV5270,Sagar Joshi,Pakistani,+966532494243,drv5270@aldrees.com,fjIR-617326,Active,Haditha Depot,True,2025-08-19,2025-10-03,440199,10.786928668110251,112,28941.54365304311,"{'length': 12.84794008558638, 'width': 3.02489367139126, 'height': 4.000139616474895}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.678917,2025-10-04T21:14:32.678918
ALD3386,A7924,Cement Bulker,Mercedes,Actually,2015,40943.017242362024,Electric,DRV8760,Jagdish Khanna,Indian,+966539507538,drv8760@aldrees.com,uVtp-679601,Active,Jazan Depot,True,2026-07-19,2025-10-03,88917,12.449164650386063,114,40256.758326241354,"{'length': 16.678874052408457, 'width': 3.3646435378184214, 'height': 4.227118189054166}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.679137,2025-10-04T21:14:32.679137
ALD1004,B6155,Heavy Material Dumper,Volvo,Job,2015,47102.461461557206,Gasoline,DRV5465,Bashir Ali,Indian,+966559605126,drv5465@aldrees.com,aLxn-951016,Retired,Haditha Depot,True,2025-06-13,2025-10-03,415545,13.154513865171975,90,32053.845297579115,"{'length': 10.173234023696077, 'width': 2.831763070453498, 'height': 3.79686875532703}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.679356,2025-10-04T21:14:32.679357
ALD8030,D2219,Grains Dumper,Scania,Sit,2016,40436.30741459605,Diesel,DRV1393,Manoj Patel,Nepali,+966548338985,drv1393@aldrees.com,NxdY-168356,Repair,Riyadh Depot,False,2026-02-12,2025-10-03,125012,8.019490821430015,103,49795.468752186105,"{'length': 14.44189145087955, 'width': 3.4771007201126745, 'height': 4.128959699372328}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.679655,2025-10-04T21:14:32.679656
ALD4978,E5158,2-Axle Fuel Tanker,Volvo,Smile,2015,48685.33651529311,LPG,DRV7367,Krishna Khanna,Indian,+966527684175,drv7367@aldrees.com,Sgqd-832058,Inactive,Dammam Depot,False,2025-01-05,2025-10-03,479775,9.488615341889096,120,42906.94884343736,"{'length': 11.476944618704204, 'width': 2.6481137615751926, 'height': 3.8691867131551096}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.679906,2025-10-04T21:14:32.679906
