supplier_id,supplier_name,contact_person,phone,email,address,city,country,supplier_type,credit_rating,payment_terms,lead_time_days,quality_rating,on_time_delivery_rate,total_orders,total_value_sar,certifications,created_at
SUP5771,Maintenance Services,Marcus Morgan,2333144766,acostaaustin@example.net,"PSC 8795, Box 6816
APO AA 36528",Riyadh,Kuwait,Service Provider,B+,Net 30,20,4.7,0.978,60,4407049.39,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.683645
SUP9995,Warehousing,Brittany Reeves,(353)969-6661,david93@example.org,"86430 Robert Groves
Timothyburgh, ND 65128",Dubai,UAE,Logistics Partner,C,Net 30,2,3.5,0.883,587,280948.26,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.684613
SUP3801,Iveco Parts,Sheena Edwards,450-718-0391x4914,prodriguez@example.org,"USS Mcdaniel
FPO AP 12199",Dammam,Kuwait,Parts Supplier,A+,Net 15,6,4.1,0.893,231,3293493.87,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.685743
SUP3449,Logistics Services,Shawn Landry,(619)996-2718x474,johnramsey@example.org,"30266 Martinez Route
Leebury, PR 00553",Jeddah,Bahrain,Service Provider,A+,COD,3,3.9,0.952,672,8535940.55,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.686892
SUP2599,Distribution,Christopher Galvan,(439)893-6054x6292,yjones@example.net,"PSC 8777, Box 9823
APO AA 45439",Riyadh,Qatar,Logistics Partner,B+,COD,25,3.8,0.899,560,2130357.08,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.687405
SUP4365,Transportation,Tracy Wilson,(244)835-1861,donovanamy@example.net,"180 Gregory Street Suite 632
West Dianaside, CO 82858",Doha,Bahrain,Logistics Partner,B+,Net 30,18,4.9,0.865,407,3054085.76,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.688358
SUP2861,Mercedes Parts,Sarah Moore,(675)724-1647x4232,manuelgutierrez@example.net,"923 Vaughn Cliffs
Port Alicia, CT 46138",Riyadh,Qatar,Parts Supplier,A,Prepaid,21,4.3,0.85,97,8424386.13,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.689268
SUP3527,Volvo Parts,Tina Harrison,748-332-3307x423,carlasmith@example.com,"0932 Meadows Street Suite 988
Mccormickhaven, MD 47685",Riyadh,Saudi Arabia,Parts Supplier,B+,COD,25,3.5,0.904,461,3299350.89,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.690066
SUP5970,Scania Parts,Harry Hernandez,862-545-3047,ejackson@example.com,"188 Kramer Locks Apt. 764
East Mark, PW 80846",Kuwait,Bahrain,Parts Supplier,A,COD,19,3.9,0.909,507,1876831.71,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.690723
SUP7179,Mercedes Parts,Kelli Marquez,001-838-836-6565x1248,ruizsarah@example.com,"PSC 8744, Box 3026
APO AP 19929",Dubai,Saudi Arabia,Parts Supplier,B,COD,23,4.8,0.967,522,594825.29,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.691292
SUP7681,Warehousing,Regina Salinas,343.413.4745x9176,conwaylisa@example.org,"738 Johnston Prairie Apt. 697
Port Jeffrey, HI 23923",Jeddah,Qatar,Logistics Partner,C,Net 30,30,4.5,0.914,467,4497355.57,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.699730
SUP6648,Total,Colleen Moody,453.668.9651x0149,kathleenzimmerman@example.com,"39311 Elizabeth Causeway
New Amy, AZ 06142",Dubai,UAE,Fuel Supplier,B+,Net 30,17,4.7,0.866,808,1701050.03,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.703035
SUP2910,Iveco Parts,Nathaniel Figueroa,605-324-0273,marcusadkins@example.com,"0102 William Falls
New Karaview, WA 68657",Dammam,Kuwait,Parts Supplier,A,Net 15,3,4.2,0.912,519,2864550.34,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.704376
SUP2882,Logistics Services,Matthew Johnson,(985)569-0945x8816,bowenlisa@example.com,"0367 Brian Crossroad Apt. 036
Banksborough, DE 71746",Riyadh,Saudi Arabia,Service Provider,B+,Net 15,7,4.9,0.894,136,7391455.01,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.707402
SUP1135,Transportation,Brent Dean,001-204-822-9785x6298,isanders@example.com,"Unit 0982 Box 2534
DPO AE 82260",Riyadh,UAE,Logistics Partner,A+,COD,3,4.2,0.854,618,6822019.05,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.708361
SUP8076,Iveco Parts,Amy Brown,(330)525-5572x226,emartinez@example.org,"8259 Jonathan Mills Suite 924
New Phillipmouth, TX 25902",Kuwait,UAE,Parts Supplier,C,Net 15,10,4.7,0.978,390,2611686.68,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.715432
SUP5016,Technology Equipment,Bailey Burch,(952)805-2922x272,monroematthew@example.net,"0395 Mcdonald Squares Suite 400
West Kristen, AL 29033",Kuwait,Saudi Arabia,Equipment Supplier,A,Prepaid,11,4.3,0.851,882,8976286.01,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.717896
SUP3077,Technology Equipment,Jennifer Summers,001-752-778-2438,jaime23@example.com,"870 Harper Creek Apt. 383
Donovanmouth, AK 83888",Riyadh,Saudi Arabia,Equipment Supplier,A,Net 15,24,4.7,0.961,515,1185715.69,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.718954
SUP8956,Total,Eric Kennedy,419.218.3995,smithnicholas@example.org,"77991 Kaitlyn Mountains
Youngfort, WV 39484",Riyadh,UAE,Fuel Supplier,A,Prepaid,4,4.5,0.932,913,1675323.23,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.719896
SUP2356,Iveco Parts,Sergio Young,+1-322-365-4934x13352,clinemelissa@example.net,"0800 Garrett Parkways Suite 369
North Michelleview, MT 84361",Riyadh,UAE,Parts Supplier,B+,Prepaid,16,3.7,0.915,987,145402.06,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.720647
SUP4402,Heavy Equipment,Aaron Garza,886-299-9130x5953,vanessa98@example.net,"USNS Mitchell
FPO AP 49549",Riyadh,UAE,Equipment Supplier,B,Net 15,12,4.5,0.923,838,7304142.35,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.721122
SUP6323,Logistics Services,Heather Schmidt,+1-340-372-3037x3523,allison15@example.net,"5228 Michael Meadows
Hunttown, ND 34764",Jeddah,Saudi Arabia,Service Provider,C,Net 30,10,4.3,0.887,483,727040.55,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.722019
SUP7313,Consulting Services,Sandra Phillips,972.384.1823x5363,lauraoneill@example.org,"2802 Jordan Islands
Edwardtown, OR 45712",Kuwait,UAE,Service Provider,C,Net 15,2,4.9,0.885,727,182523.27,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.722769
SUP8043,Logistics Services,Nicole Webb,001-231-981-8902x88857,kmoore@example.net,"46012 Reynolds Common Suite 225
Waltonburgh, MT 74453",Jeddah,Saudi Arabia,Service Provider,A,Net 15,28,4.8,0.954,83,6872536.58,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.723432
SUP3268,Logistics Services,Susan Ellis,(852)780-9540,uwarren@example.org,"42937 Jeffrey Underpass
Dylanview, DE 91680",Kuwait,Saudi Arabia,Service Provider,C,COD,10,4.3,0.896,680,4833828.96,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.724004
SUP6660,Heavy Equipment,Lisa Jones,(973)392-7595,miguel29@example.net,"0780 Samantha Rue
East Jacob, MN 07436",Riyadh,Qatar,Equipment Supplier,C,Net 30,7,4.3,0.92,365,7717047.73,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.724543
SUP8232,Distribution,Natalie Young,(253)291-9424,breanna46@example.net,"080 Morris Isle Apt. 872
Deniseborough, ME 60702",Doha,Saudi Arabia,Logistics Partner,A+,COD,28,4.3,0.969,186,6911386.02,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.729945
SUP4585,Distribution,Dave Rhodes,001-861-214-3517x5442,gina52@example.com,"6171 Lutz Cliffs
Port Beth, FM 60468",Jeddah,Kuwait,Logistics Partner,B,Net 30,24,4.1,0.897,781,1664031.77,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.732173
SUP9130,Volvo Parts,Robert Taylor,5369284051,nicole88@example.net,"57250 Michael Terrace
Port Donna, WY 63572",Kuwait,Qatar,Parts Supplier,B,COD,9,4.8,0.968,491,7543765.31,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.734502
SUP6457,Heavy Equipment,Eric Tran,972-447-9463,aliciaperkins@example.net,"92867 Susan Views Suite 291
New Kyle, FL 40316",Doha,Kuwait,Equipment Supplier,B,Prepaid,9,4.8,0.905,443,3587913.01,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.736590
SUP7634,Technology Equipment,John Hernandez,4678116552,andersonsydney@example.com,"01530 Margaret Unions Suite 330
Port Stephen, AZ 34075",Jeddah,Bahrain,Equipment Supplier,B+,COD,28,3.9,0.871,460,4768206.04,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.737672
SUP5514,BP,Olivia Wilson,505-892-6643,smithnicholas@example.net,"335 Palmer Viaduct Apt. 188
South Michael, TN 61945",Riyadh,UAE,Fuel Supplier,C,COD,18,4.1,0.958,282,1582906.15,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.738502
SUP7096,Shell,Amy Carter,737-472-1040x140,laura52@example.com,"4754 Tammy Roads Apt. 239
Lawrencemouth, CA 73938",Dammam,UAE,Fuel Supplier,C,Net 15,10,4.0,0.919,43,1217068.51,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.739356
SUP4824,Safety Equipment,William Stevens,+1-723-908-7344x954,jeffrey30@example.com,"643 Megan Springs Apt. 061
North Daniel, PR 78590",Riyadh,Bahrain,Equipment Supplier,A,COD,10,4.4,0.855,256,2549509.18,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.739972
SUP2100,Distribution,Jeremiah Bass,693.907.9067,jacksonlori@example.com,"71492 Randy Street
North Christinemouth, OH 24578",Riyadh,Qatar,Logistics Partner,B,COD,20,4.2,0.893,987,1883491.13,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.740672
SUP3582,Safety Equipment,Andrew Bullock,611.336.5325x96695,justin55@example.com,"7964 Meredith Mount
West Karitown, DC 60833",Dubai,Bahrain,Equipment Supplier,A+,Prepaid,30,4.7,0.958,884,3143751.76,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.741350
SUP7082,BP,Ronald Adams,208.324.0426,cgomez@example.net,"54298 Watts Estates
Port Cassidyfort, FL 66202",Dammam,Kuwait,Fuel Supplier,B+,Net 15,16,3.6,0.98,542,2160244.34,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.747316
SUP1499,Consulting Services,Jasmin Hurley,442.443.1743,david06@example.net,"5218 Castro Forks Suite 593
North Teresahaven, DC 91266",Dubai,Qatar,Service Provider,C,Net 15,10,3.9,0.931,901,8791143.2,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.750520
SUP8179,Logistics Services,Amy Johnson,899.793.2704,fcarter@example.org,"3691 Malone Loop
Lynchborough, DC 40476",Doha,Qatar,Service Provider,B+,COD,20,4.1,0.853,475,1778794.38,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.755511
SUP4838,Shell,Gregory Blair,+1-961-542-7775x59514,richardgarcia@example.org,"74049 Yvonne Lodge Apt. 521
North Anthony, FM 01450",Dubai,Kuwait,Fuel Supplier,A,COD,19,3.6,0.893,690,3853453.46,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.757652
SUP4049,Consulting Services,Audrey Turner,9246182946,jesse57@example.org,"701 Bean Plains
Mollyville, UT 98074",Jeddah,Qatar,Service Provider,C,COD,7,3.7,0.91,517,5541149.23,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.763597
SUP2935,Volvo Parts,Cheryl Wong,(610)297-4048,adamlandry@example.org,"92166 Roberta Vista Apt. 192
North Lisastad, UT 84865",Doha,Kuwait,Parts Supplier,B+,Prepaid,11,4.9,0.886,867,1649045.77,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.764630
SUP9043,Shell,Joseph King,501.782.8616,reyesjeffrey@example.com,"83911 Lyons Plains
Johnsonshire, IA 21947",Dubai,Bahrain,Fuel Supplier,A+,Net 30,27,4.7,0.966,10,757943.04,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.765731
SUP9514,Logistics Services,Matthew Day,001-722-563-5729x96067,hillpatricia@example.com,"787 Owens Squares
North Zoe, PR 02933",Kuwait,Kuwait,Service Provider,B+,Net 15,18,4.5,0.928,984,3708062.15,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.767801
SUP9900,Heavy Equipment,Alexandra Hunter,597.459.3867,kbriggs@example.org,"9947 Andrew Tunnel
Shelleyside, WV 01257",Riyadh,Saudi Arabia,Equipment Supplier,A+,Prepaid,28,4.8,0.861,733,946969.04,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.768802
SUP8207,Shell,Erik Clarke,598.659.6242x888,paul57@example.net,"6513 Amanda Falls Suite 175
New Christopher, WY 64349",Jeddah,UAE,Fuel Supplier,A,Prepaid,13,4.0,0.973,624,5165222.1,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.769621
SUP6828,Iveco Parts,Christy Collins,+1-822-343-5939x845,ericrichardson@example.com,"050 Mejia Ville
Gravesmouth, AS 31096",Jeddah,Qatar,Parts Supplier,B+,Net 30,26,4.3,0.936,845,3507013.45,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.770375
SUP2454,Aramco,Jose Ward,(977)777-7826x1677,cmaxwell@example.org,"193 Kristie Tunnel
Vancebury, CO 50574",Jeddah,UAE,Fuel Supplier,A+,COD,19,4.2,0.926,392,2688392.94,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.771026
SUP3007,Warehousing,Steven Mcbride,001-988-626-1538,jacob12@example.com,"7558 Michelle Wall
Jenniferland, WA 45919",Doha,UAE,Logistics Partner,C,Net 30,4,3.9,0.864,380,5036221.6,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.771622
SUP8894,Warehousing,Krystal Anthony,+1-423-221-5331x42362,judyfowler@example.net,"41053 Christine Key Apt. 656
Olivialand, AR 97443",Dammam,Saudi Arabia,Logistics Partner,B,Net 15,21,3.7,0.864,69,8875660.24,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.772603
SUP6640,Warehousing,Nicole Lewis,269.916.1415,lisa37@example.net,"Unit 6598 Box 3682
DPO AA 01280",Dubai,Saudi Arabia,Logistics Partner,B+,Prepaid,23,3.8,0.883,499,5036605.32,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.772989
SUP2226,Technology Equipment,Edward Brown,470.846.0793,madison64@example.com,"1439 Mary Ways
Kramerfort, MO 01841",Dammam,Saudi Arabia,Equipment Supplier,B+,Net 30,13,5.0,0.895,821,9404816.99,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.773561
SUP9726,Chevron,Melanie Pratt,2934802272,rojasolivia@example.com,"49516 Connor Road Apt. 427
Whitechester, CT 43303",Dammam,Qatar,Fuel Supplier,B+,Net 30,5,3.7,0.895,100,5498546.26,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.774247
SUP4477,Safety Equipment,Jessica Lee,(728)952-0720,michellemurphy@example.net,"11181 West Club Apt. 432
Kellyberg, LA 55778",Dubai,Bahrain,Equipment Supplier,B+,Prepaid,28,4.7,0.951,28,3731454.56,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.774940
SUP8846,Maintenance Services,Joseph Watson,+1-652-495-2086x45979,kyleconley@example.org,"95721 Davis Prairie
Smithmouth, GU 64564",Kuwait,UAE,Service Provider,B+,Net 30,13,3.6,0.92,250,4811323.36,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.800992
SUP5717,Chevron,Janet Woods,(795)536-5699x584,brianmoore@example.org,"16761 Sharon Station
West Stephen, NE 90986",Jeddah,Kuwait,Fuel Supplier,B,Prepaid,8,4.1,0.879,412,5998512.61,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.806300
SUP1173,Technology Equipment,Derrick Brown,458.745.3715,jennifer82@example.com,"1388 Riley Ways Suite 982
Port Matthew, NM 73280",Jeddah,Qatar,Equipment Supplier,B+,Net 30,15,4.3,0.913,545,2363661.58,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.813772
SUP4558,Consulting Services,James Lewis,773.308.4896x714,johnholloway@example.org,"1354 Dominique Forge Apt. 183
Lake Pamela, SD 25017",Jeddah,Saudi Arabia,Service Provider,A+,Net 30,15,4.9,0.94,897,8274295.93,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.818002
SUP6907,Volvo Parts,James Oneill,209.678.8424x70471,rachel93@example.com,"Unit 7570 Box 4901
DPO AE 71096",Jeddah,Saudi Arabia,Parts Supplier,A+,Prepaid,26,4.0,0.917,50,9966325.74,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.820219
SUP7328,Iveco Parts,Zachary Lee,(399)819-3055x012,rodriguezrebecca@example.com,"34754 Mcclure Mountain
Port Michaelport, MD 29990",Dammam,UAE,Parts Supplier,C,Prepaid,11,4.1,0.869,638,9169096.77,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.829196
SUP5213,Consulting Services,Ellen Sullivan,(749)706-6251,jenniferprice@example.com,"966 Joseph Mission
South Dianatown, NM 35929",Kuwait,Saudi Arabia,Service Provider,A,Prepaid,16,3.6,0.89,351,6662229.25,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.831658
SUP3073,Shell,Rachel Odonnell,862-470-9392x510,pollardjohn@example.com,"186 Anthony Knoll Suite 887
Briannaton, PR 81260",Jeddah,Qatar,Fuel Supplier,C,Prepaid,19,4.8,0.858,105,8572333.21,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.834914
SUP3225,Logistics Services,Willie Baird,+1-532-720-3512x6018,nancy28@example.org,"2764 Amy Fort Suite 942
West Michelle, PR 76747",Dammam,Saudi Arabia,Service Provider,C,COD,20,3.5,0.972,683,4315287.55,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.837633
SUP3523,Maintenance Services,Mark Brooks,676.770.6793,normagross@example.org,"28742 Brandon Streets
East Tracy, GU 47006",Dammam,Kuwait,Service Provider,C,Net 15,27,4.2,0.859,424,584045.88,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.839716
SUP4647,Consulting Services,Nichole Flores,796-547-8804,lucasanthony@example.net,"8447 Sara Views
Lake Phillipshire, FM 27709",Kuwait,UAE,Service Provider,A+,Prepaid,8,4.7,0.941,215,1396463.87,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.840596
SUP2221,Maintenance Services,Dawn Smith,447-547-9419,loveolivia@example.org,"924 Evans Circle
North Jenniferton, MT 66444",Dammam,Saudi Arabia,Service Provider,B+,COD,21,4.4,0.863,774,6187661.06,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.841933
SUP4719,Logistics Services,Danielle Osborn,(617)274-9817,bondmatthew@example.org,"44886 Kimberly Square
West Ruthview, MI 01972",Doha,Saudi Arabia,Service Provider,C,Net 30,15,4.9,0.861,694,3647471.94,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.843684
SUP8694,Shell,Cindy Spencer,904-246-3497,tammyvasquez@example.net,"7157 Williams Walk Suite 300
Wilkersonhaven, MP 53044",Doha,Kuwait,Fuel Supplier,A+,COD,28,4.5,0.962,814,5929625.12,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.847547
SUP1501,Transportation,Benjamin Turner,6724230080,ucisneros@example.com,"4081 Mary Keys
New Maria, AS 07916",Doha,Bahrain,Logistics Partner,C,Net 30,10,4.7,0.943,657,6537609.34,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.850102
SUP7958,Volvo Parts,Mikayla Rollins,682.676.1239,philip14@example.net,"920 Megan Station
Herreraburgh, IN 87050",Dammam,Kuwait,Parts Supplier,A,Net 15,30,3.8,0.868,842,9658593.61,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.858002
SUP1227,Chevron,Jennifer Lee,+1-875-762-5925x88301,benjamin48@example.com,"1970 Collins Fall
Juliaside, VI 98945",Riyadh,Kuwait,Fuel Supplier,C,Prepaid,22,4.7,0.895,327,3228587.57,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.866120
SUP2846,Warehousing,Joshua Huerta,+1-938-755-6878x668,christopher48@example.com,"PSC 6665, Box 2490
APO AA 99185",Kuwait,Qatar,Logistics Partner,A,Prepaid,30,3.8,0.851,178,5176349.39,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.868501
SUP2102,Chevron,William Smith,8734554227,hbarajas@example.com,"5782 King Village Suite 340
Port Brenda, NM 71286",Riyadh,UAE,Fuel Supplier,B,Net 30,1,4.5,0.979,574,5290865.15,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.870870
SUP4678,MAN Parts,Stanley Foley,+1-503-448-1771,jack39@example.com,"6449 Anderson Mountain
Lopezville, SC 50118",Doha,Saudi Arabia,Parts Supplier,C,COD,11,4.3,0.924,134,5071414.62,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.872032
SUP2827,Technology Equipment,Kyle Jackson,+1-376-238-3736x79368,thomas96@example.com,"5199 Rick Center
West Cheryl, WA 02195",Dubai,Qatar,Equipment Supplier,B+,Prepaid,23,4.3,0.926,217,3953268.97,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.899870
SUP6317,Warehousing,Kenneth Turner,+1-249-933-5586x159,allenjohn@example.org,"410 Haynes Ville
New Samanthashire, CO 43471",Riyadh,Bahrain,Logistics Partner,A+,Net 15,25,4.1,0.969,127,8658437.99,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.902322
SUP8517,Shell,Cody Colon,+1-681-427-2509,zwilliams@example.com,"88318 Anthony Ford
South Paulstad, NE 11544",Kuwait,Saudi Arabia,Fuel Supplier,C,Prepaid,6,4.1,0.907,503,3219313.6,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.906270
SUP8436,Heavy Equipment,Miranda Matthews,839-487-0820,andre41@example.com,"41482 Wiggins Mountains
West Brandonside, MO 91143",Jeddah,UAE,Equipment Supplier,B+,Net 15,24,3.7,0.915,868,6208007.48,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.908279
SUP6284,Logistics Services,Charles Smith,559-200-6103x0565,michael21@example.net,"76674 Maxwell Squares Apt. 417
Joanneburgh, NM 03097",Dubai,Kuwait,Service Provider,A,COD,30,4.5,0.873,868,1399398.42,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.912057
SUP3437,Technology Equipment,Erika Gonzalez,(515)616-0091x5221,thomasmichael@example.org,"82177 Clark Plaza
Youngchester, KS 21375",Kuwait,Bahrain,Equipment Supplier,B,Net 15,12,4.7,0.957,896,864004.83,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.921389
SUP8086,Maintenance Services,Noah Hart,546.621.4087x40671,warrendouglas@example.org,"0785 Garcia Mountain
Larsenbury, RI 16360",Kuwait,UAE,Service Provider,A,COD,9,4.0,0.884,994,4365285.08,"['ISO 9001', 'ISO 14001', 'OHSAS 18001', 'API Certification', 'CE Marking']",2025-10-04T23:50:42.923271
